Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045
UTC datetime,2021-11-13T02:57:17,2021-11-13T02:57:24,2021-11-13T02:57:27,2021-11-13T02:57:30,2021-11-13T02:57:33,2021-11-13T02:57:36,2021-11-13T02:57:40,2021-11-13T02:57:43,2021-11-13T02:57:46,2021-11-13T02:57:50,2021-11-13T02:57:53,2021-11-13T02:57:56,2021-11-13T02:58:00,2021-11-13T02:58:03,2021-11-13T02:58:06,2021-11-13T02:58:09,2021-11-13T02:58:13,2021-11-13T02:58:16,2021-11-13T02:58:19,2021-11-13T02:58:23,2021-11-13T02:58:26,2021-11-13T02:58:29,2021-11-13T02:58:33,2021-11-13T02:58:36,2021-11-13T02:58:39,2021-11-13T02:58:42,2021-11-13T02:58:46,2021-11-13T02:58:49,2021-11-13T02:58:52,2021-11-13T02:58:56,2021-11-13T02:58:59,2021-11-13T02:59:02,2021-11-13T02:59:06,2021-11-13T02:59:09,2021-11-13T02:59:12,2021-11-13T02:59:15,2021-11-13T02:59:19,2021-11-13T02:59:22,2021-11-13T02:59:26,2021-11-13T02:59:29,2021-11-13T02:59:32,2021-11-13T02:59:36,2021-11-13T02:59:39,2021-11-13T02:59:42,2021-11-13T02:59:45,2021-11-13T02:59:49
latitude (deg. north),-32.30975513333333,-32.3097535,-32.3097528,-32.3097521,-32.3097514,-32.3097507,-32.30975013333333,-32.309750533333336,-32.30975093333333,-32.30975146666667,-32.309751866666666,-32.30975226666666,-32.3097528,-32.309753199999996,-32.3097536,-32.309754,-32.3097564,-32.3097582,-32.30976,-32.3097624,-32.309764200000004,-32.309766,-32.3097684,-32.3097702,-32.309772,-32.309772800000005,-32.30977386666667,-32.30977466666667,-32.30977546666667,-32.309776533333334,-32.30977733333334,-32.30977813333334,-32.3097792,-32.30978,-32.3097812,-32.3097824,-32.309784,-32.3097852,-32.309786800000005,-32.309788000000005,-32.309789200000004,-32.3097908,-32.309792,-32.309790400000004,-32.3097888,-32.30978666666667
longitude (deg. east),115.86478593333334,115.864757,115.8647446,115.86473219999999,115.8647198,115.8647074,115.8646899,115.8646746,115.8646593,115.8646389,115.8646236,115.8646083,115.8645879,115.8645726,115.8645573,115.864542,115.86452093333334,115.86450513333334,115.86448933333334,115.86446826666666,115.86445246666666,115.86443666666666,115.8644156,115.8643998,115.864384,115.8643649,115.86433943333333,115.86432033333334,115.86430123333334,115.86427576666667,115.86425666666666,115.86423756666667,115.8642121,115.864193,115.86417660000001,115.8641602,115.86413833333333,115.86412193333334,115.86410006666667,115.86408366666667,115.86406726666667,115.86404540000001,115.864029,115.8640266,115.8640242,115.86402100000001

spectral units,reflectance (dimensionless)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045
350.0,0.0131808193400502,0.0101583208888769,0.0120464870706201,0.010843874886632,0.0127159394323826,0.0119401272386312,0.0104760527610779,0.0119019011035562,0.0131030017510056,0.0129922814667225,0.0112658366560936,0.0103574730455875,0.0100829312577844,0.0106428917497396,0.0135924378409982,0.0129273729398847,0.0115794446319342,0.00647554267197847,0.00977914687246084,0.00924372393637896,0.0112320007756352,0.010609807446599,0.0120420567691326,0.0104254223406315,0.0110801542177796,0.00974222645163536,0.0137533182278275,0.0117330076172948,0.0146060977131128,0.0114960270002484,0.0128215104341507,0.0133205456659198,0.0125777954235673,0.0129990018904209,0.0117199467495084,0.0117396553978324,0.0113060995936394,0.0119352592155337,0.0112356906756759,0.0127237932756543,0.0108441999182105,0.0112472148612142,0.0118618365377188,0.0116940969601274,0.0120485993102193,0.0112881865352392,
351.0,0.0129319131374359,0.0100775435566902,0.0117915030568838,0.0108341816812754,0.0126380389556289,0.0117951249703765,0.0104867545887828,0.0117441909387708,0.0130859417840838,0.0128072239458561,0.0112624615430832,0.0102242371067405,0.0101868063211441,0.0106097301468253,0.0135118989273906,0.0126461014151573,0.0113580217584968,0.00620312010869384,0.00941645726561546,0.00914335437119007,0.0111335469409823,0.0103924795985222,0.0120892375707626,0.010353590361774,0.0109346574172378,0.00962915178388357,0.0137641048058867,0.0116529194638133,0.0143737569451332,0.0114811919629574,0.0126433558762074,0.0132653377950191,0.0124495020136237,0.0129752615466714,0.0116268312558532,0.0116827115416527,0.011453028768301,0.011845207773149,0.0111009506508708,0.012535847723484,0.0105444444343448,0.011040510609746,0.0115999625995755,0.0116139631718397,0.0119834393262863,0.0110144168138504,
352.0,0.013097763992846,0.0101271579042077,0.0118379024788737,0.010928874835372,0.0125977136194706,0.0118589103221893,0.0105543015524745,0.0117613449692726,0.0131952557712793,0.0129041541367769,0.0113283423706889,0.0103364270180464,0.0102829011157155,0.0107463914901018,0.0134787987917662,0.0127926329150796,0.011335963383317,0.00638613291084766,0.00942515581846237,0.00922785606235266,0.0112036233767867,0.0103983171284199,0.0123317530378699,0.0104814702644944,0.0110692316666245,0.00967085827142,0.0136945061385632,0.0117130847647786,0.0143807968124747,0.0115147642791271,0.0126952538266778,0.0132931526750326,0.0124408835545182,0.0131614478304982,0.0118295568972826,0.0117617957293987,0.0115921106189489,0.0118808746337891,0.0111010773107409,0.0126614002510905,0.01059764996171,0.0111226532608271,0.0117435036227107,0.0117834722623229,0.0121082300320268,0.0111369043588638,
353.0,0.0135135743767023,0.0102478051558137,0.0121752889826894,0.0110311219468713,0.0126781733706594,0.0120698250830173,0.0106097385287285,0.01192363537848,0.013348120264709,0.013097315095365,0.011388530023396,0.0105616906657815,0.0103224515914917,0.0108978860080242,0.0135442782193422,0.0131411077454686,0.0114819323644042,0.00681524537503719,0.00975582934916019,0.00938707776367664,0.0113614564761519,0.0105876615270972,0.0125237479805946,0.0106946965679526,0.0113340513780713,0.00984434317797422,0.0137078016996384,0.0118933441117406,0.0146766314283013,0.0115836746990681,0.0129587380215526,0.0133911930024624,0.0125001454725862,0.0133728384971619,0.0120784025639296,0.0118887070566416,0.0116401799023151,0.0120090693235397,0.0112723540514708,0.0129664028063416,0.010925680398941,0.0113625302910805,0.0120252417400479,0.0120262233540416,0.0122724985703826,0.0114912092685699,
354.0,0.0134377768263221,0.0102478144690394,0.012158565223217,0.0110242227092385,0.0128020644187927,0.0119456453248858,0.0105187790468335,0.0119222896173596,0.0135643929243088,0.012867845594883,0.0113068874925375,0.0105719696730375,0.0104009751230478,0.0107333734631538,0.0136223770678043,0.0129143316298723,0.011514138430357,0.00671547977253795,0.00974986981600523,0.00942983478307724,0.0113463317975402,0.0105204014107585,0.0123730171471834,0.0106570171192288,0.0112753007560968,0.0100130597129464,0.013845014385879,0.0118756983429193,0.0149014219641685,0.0115878777578473,0.0128900818526745,0.013389172963798,0.0124716116115451,0.0132590141147375,0.0117920758202672,0.0117008248344064,0.0114917103201151,0.012136316858232,0.011397666297853,0.0129084652289748,0.0108227618038654,0.0112465256825089,0.0117038320749998,0.011975409463048,0.0120383379980922,0.0113413818180561,
355.0,0.0135592818260193,0.0104916151612997,0.0122238602489233,0.011161845177412,0.0129646761342883,0.012079362757504,0.0106136640533805,0.0121042262762785,0.0138017563149333,0.0131524065509439,0.0115136578679085,0.0106736049056053,0.0105764316394925,0.0108160069212317,0.0138322506099939,0.0130212847143412,0.0116481622681022,0.00680771796032786,0.00982798542827368,0.00943567603826523,0.0114348893985152,0.0107750352472067,0.0124303987249732,0.010736595839262,0.0113621512427926,0.0100679025053978,0.0139581616967916,0.0119681330397725,0.0148715674877167,0.0117790969088674,0.0129659371450543,0.0135176526382565,0.0125482100993395,0.0134497955441475,0.011965642683208,0.011871786788106,0.0115979118272662,0.0121804857626557,0.011515368707478,0.0128060691058636,0.0109467208385468,0.0113752307370305,0.0121018700301647,0.0121606281027198,0.0122914901003242,0.0115030510351062,
356.0,0.0135694527998567,0.0105433613061905,0.0122296893969178,0.0112013975158334,0.0129397306591272,0.012168288230896,0.0105899041518569,0.012148386798799,0.0137316873297095,0.0132351666688919,0.0116245616227388,0.010598249733448,0.010454841889441,0.0108071127906442,0.0139049533754587,0.0131455147638917,0.011685692705214,0.00688294554129243,0.00981013663113117,0.00943249557167292,0.0114557119086385,0.0107480017468333,0.0124181285500526,0.0107524152845144,0.0112464036792517,0.00997200515121222,0.0139607256278396,0.0119553059339523,0.0147163737565279,0.0118589550256729,0.013013806194067,0.0135373938828707,0.0126276426017284,0.0135001121088862,0.0120380902662873,0.0119591187685728,0.0116386506706476,0.012160268612206,0.0114726629108191,0.0128798875957727,0.010961327701807,0.0114237936213613,0.0122111262753606,0.0122190667316318,0.0124139981344342,0.0115342028439045,
357.0,0.0134549159556627,0.0103580206632614,0.0121739106252789,0.0111391134560108,0.0128029370680451,0.0121216233819723,0.0104865282773972,0.0120225148275495,0.0134874042123556,0.0130192488431931,0.0115675134584308,0.0104224979877472,0.0101712346076965,0.0106829116120934,0.0138147436082363,0.0131290107965469,0.0116779180243611,0.00686050206422806,0.00973564200103283,0.00952825322747231,0.0114048300310969,0.0104514323174953,0.0123346792533994,0.0107197612524033,0.010990790091455,0.00987476762384176,0.0139322467148304,0.0119071556255221,0.0146882021799684,0.0118327895179391,0.0130313169211149,0.0134796146303415,0.0126894377171993,0.0133725982159376,0.0118826255202293,0.0118712419643998,0.0115619730204344,0.0121637675911188,0.0113788191229105,0.0131268445402384,0.0108575578778982,0.0113482214510441,0.0118392426520586,0.0121047096326947,0.0122324740514159,0.011373613961041,
358.0,0.0136753600090742,0.0104553140699863,0.0122885452583432,0.0113130500540137,0.0129940863698721,0.0122264344245195,0.0108189824968576,0.0121215926483274,0.0137520283460617,0.0133583322167397,0.0117510734125972,0.010683773085475,0.0105112120509148,0.0109079638496041,0.0138704804703593,0.0131848203018308,0.0120069710537791,0.00694143353030086,0.00996540766209364,0.00990869197994471,0.0115312207490206,0.0107627874240279,0.0126099213957787,0.0109514137730002,0.0112312668934464,0.0101047921925783,0.0141198076307774,0.0122791863977909,0.0150921065360308,0.0121279675513506,0.01329489890486,0.0137443281710148,0.0128473155200481,0.0136505868285894,0.012103196233511,0.0120865320786834,0.0117386290803552,0.0123293306678534,0.0116497315466404,0.0132934739813209,0.0111348479986191,0.0115570537745953,0.0120784072205424,0.0122633865103126,0.0123179275542498,0.0115756755694747,
359.0,0.0136543130502105,0.0104139531031251,0.0122701684013009,0.0112611707299948,0.0129913026466966,0.0122638577595353,0.0109129948541522,0.0122217442840338,0.0138438204303384,0.0133631387725472,0.0117108281701803,0.0106543144211173,0.0105128400027752,0.0109018143266439,0.0137888425961137,0.0132793243974447,0.0120021905750036,0.0068805911578238,0.00991992652416229,0.00983687303960323,0.0115690659731627,0.0107970684766769,0.0126431155949831,0.0110865859314799,0.0112716518342495,0.0101700769737363,0.01402722671628,0.0123012075200677,0.0150368064641953,0.0121407508850098,0.013192817568779,0.0137830665335059,0.0127637144178152,0.0136681981384754,0.0121231488883495,0.0121698193252087,0.0116829834878445,0.0123591599985957,0.0116088269278407,0.0131780430674553,0.0111694317311049,0.0115210125222802,0.0120275458320975,0.0122559182345867,0.012394230812788,0.0116264978423715,
