Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045,00046
UTC datetime,2021-11-13T02:31:59,2021-11-13T02:32:05,2021-11-13T02:32:09,2021-11-13T02:32:12,2021-11-13T02:32:15,2021-11-13T02:32:19,2021-11-13T02:32:22,2021-11-13T02:32:25,2021-11-13T02:32:29,2021-11-13T02:32:32,2021-11-13T02:32:35,2021-11-13T02:32:39,2021-11-13T02:32:42,2021-11-13T02:32:46,2021-11-13T02:32:49,2021-11-13T02:32:52,2021-11-13T02:32:55,2021-11-13T02:32:59,2021-11-13T02:33:02,2021-11-13T02:33:05,2021-11-13T02:33:08,2021-11-13T02:33:12,2021-11-13T02:33:19,2021-11-13T02:33:22,2021-11-13T02:33:25,2021-11-13T02:33:28,2021-11-13T02:33:32,2021-11-13T02:33:35,2021-11-13T02:33:39,2021-11-13T02:33:42,2021-11-13T02:33:45,2021-11-13T02:33:48,2021-11-13T02:33:52,2021-11-13T02:33:55,2021-11-13T02:33:58,2021-11-13T02:34:02,2021-11-13T02:34:05,2021-11-13T02:34:08,2021-11-13T02:34:12,2021-11-13T02:34:15,2021-11-13T02:34:18,2021-11-13T02:34:22,2021-11-13T02:34:25,2021-11-13T02:34:29,2021-11-13T02:34:32,2021-11-13T02:34:35,2021-11-13T02:34:38
latitude (deg. north),-32.30924566666666,-32.309243466666665,-32.309242,-32.3092429,-32.3092438,-32.309245,-32.3092459,-32.309246800000004,-32.309248000000004,-32.3092489,-32.3092498,-32.309251,-32.309250500000005,-32.30924983333334,-32.309249333333334,-32.309248833333335,-32.309248333333336,-32.30924766666667,-32.309247166666665,-32.30924666666667,-32.30924616666667,-32.309248100000005,-32.309253,-32.3092551,-32.3092572,-32.3092593,-32.3092621,-32.3092642,-32.309267,-32.3092669,-32.309266799999996,-32.3092667,-32.309266566666665,-32.309266466666664,-32.30926636666667,-32.30926623333333,-32.30926613333333,-32.30926603333334,-32.3092695,-32.309273,-32.3092765,-32.309281166666665,-32.30928466666666,-32.30928933333333,-32.30929283333333,-32.30929633333333,-32.309299833333334
longitude (deg. east),115.86466200000001,115.864653,115.864647,115.8646311,115.8646152,115.864594,115.8645781,115.8645622,115.864541,115.8645251,115.8645092,115.864488,115.8644741,115.86445556666666,115.86444166666666,115.86442776666667,115.86441386666667,115.86439533333333,115.86438143333334,115.86436753333334,115.86435363333334,115.8643328,115.864295,115.86427880000001,115.8642626,115.8642464,115.8642248,115.8642086,115.864187,115.864173,115.864159,115.86414500000001,115.86412633333333,115.86411233333334,115.86409833333333,115.86407966666667,115.86406566666666,115.86405166666667,115.864029,115.864011,115.863993,115.863969,115.863951,115.863927,115.86390899999999,115.863891,115.863873

spectral units,reflectance (dimensionless)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045,00046
350.0,0.0117343664169312,0.0115551548078656,0.0122835319489241,0.0130282519385219,0.0119264284148812,0.0111196804791689,0.0141247548162937,0.014041437767446,0.0128894299268723,0.0129904178902507,0.0108877653256059,0.0115355886518955,0.0111051918938756,0.0121442163363099,0.0106023009866476,0.0125501723960042,0.0157601740211248,0.0127464523538947,0.0125083494931459,0.0129376109689474,0.0127358483150601,0.0114550162106752,0.0112038152292371,0.0123436981812119,0.0105512496083975,0.0123750679194927,0.00925844628363848,0.00910472124814987,0.0109584359452128,0.0117294825613499,0.0120820719748735,0.0134581653401256,0.0126067027449608,0.0136564914137125,0.0148744117468596,0.0125376265496016,0.00979222636669874,0.0132346097379923,0.0106411362066865,0.0111283482983708,0.0114447819069028,0.0114319240674376,0.0123426746577024,0.0142802270129323,0.0122233554720879,0.0131223807111382,0.0124341621994972,
351.0,0.0117276851087809,0.011463756673038,0.0122462166473269,0.0130336750298738,0.0118186669424176,0.0109731806442142,0.0138236973434687,0.0140399150550365,0.0126476418226957,0.0128797879442573,0.0108075086027384,0.011372834444046,0.0109166717156768,0.0119842113927007,0.0104609588161111,0.0124135594815016,0.0155568234622478,0.0128543497994542,0.0122301131486893,0.0127619076520205,0.0125962402671576,0.0112137692049146,0.0110931061208248,0.012251315638423,0.0104861054569483,0.0121583016589284,0.00908121932297945,0.00887908879667521,0.0107917068526149,0.0116355698555708,0.012092106975615,0.0133916148915887,0.0125613631680608,0.0134963365271688,0.0147230578586459,0.012400982901454,0.00962727982550859,0.0132380723953247,0.0104968165978789,0.010817346163094,0.0113165220245719,0.0112578440457582,0.0122924251481891,0.0142712146043777,0.0118465116247535,0.012845610268414,0.0123501336202025,
352.0,0.0118201468139887,0.011461678892374,0.0123792951926589,0.0130507154390216,0.0118961688131094,0.0111394915729761,0.0137916533276439,0.014050155878067,0.0127392932772636,0.0130553236231208,0.0109283570200205,0.0113499332219362,0.010848643258214,0.0120017388835549,0.0105665950104594,0.0123400865122676,0.0154737792909145,0.0130221154540777,0.0122832637280226,0.0127747198566794,0.0125366123393178,0.0112772388383746,0.0112355183809996,0.012423075735569,0.0104361372068524,0.012213371694088,0.00917177181690931,0.00888462085276842,0.0107644228264689,0.011627989821136,0.012173967435956,0.013520791195333,0.0125859118998051,0.0135389715433121,0.0147273102775216,0.0125334151089191,0.00973299704492092,0.0133526800200343,0.0105081694200635,0.0107401562854648,0.0113416463136673,0.011362855322659,0.0124628124758601,0.0143952146172523,0.0118340915068984,0.0127896955236793,0.0124468086287379,
353.0,0.0118805980309844,0.011597303673625,0.0125540941953659,0.0131294038146734,0.0120520256459713,0.0113867837935686,0.0140012400224805,0.0140309408307076,0.0130225839093328,0.0132648749276996,0.0110962083563209,0.0114966426044703,0.0109876720234752,0.0121227242052555,0.0107875764369965,0.0123729594051838,0.0156978722661734,0.0131345288828015,0.0125616611912847,0.0128893023356795,0.012617158703506,0.0115596475079656,0.011507791467011,0.0127076851204038,0.0104916794225574,0.0124079985544086,0.00942741148173809,0.0090655293315649,0.0108111277222633,0.0116733210161328,0.0122635029256344,0.013753117993474,0.0127117577940226,0.0137131344527006,0.0148882009088993,0.0127542493864894,0.00998226646333933,0.0135362194851041,0.0106393527239561,0.0109349330887198,0.0115354815497994,0.0115295732393861,0.0126198977231979,0.0145075749605894,0.0121857672929764,0.0129942363128066,0.0126306721940637,
354.0,0.011822254396975,0.011753523722291,0.0125047024339437,0.0132501209154725,0.0118769612163305,0.0111972074955702,0.0139552466571331,0.0140001634135842,0.01298170350492,0.0130426259711385,0.0108643788844347,0.0115225799381733,0.011175874620676,0.0120556270703673,0.0107818208634853,0.0123294182121754,0.0159823596477509,0.0130341639742255,0.0125037217512727,0.0126622151583433,0.0126842716708779,0.0115031870082021,0.0115937395021319,0.012680672109127,0.01058604195714,0.0122946826741099,0.00933381356298923,0.00892897043377161,0.0107275918126106,0.0114823943004012,0.0122476369142532,0.0137830367311835,0.0127447200939059,0.0137585010379553,0.0149332946166396,0.0125844432041049,0.0100680068135262,0.01365109346807,0.0107019208371639,0.0110165365040302,0.0116210700944066,0.0112726222723722,0.0122730908915401,0.0144156096503139,0.0122005315497518,0.0130295967683196,0.0126492688432336,
355.0,0.0121264718472958,0.0119058536365628,0.0124964481219649,0.0133625492453575,0.0121347801759839,0.0114349499344826,0.0141780292615294,0.014320763759315,0.0131832482293248,0.0133273974061012,0.0110742347314954,0.0117368996143341,0.0112801399081945,0.0125210639089346,0.0108871832489967,0.0123663144186139,0.0161258932203054,0.0130232684314251,0.0127095701172948,0.0129386801272631,0.0127439619973302,0.0115006975829601,0.0116806123405695,0.0127516109496355,0.0107763931155205,0.0124773932620883,0.00939431507140398,0.00914721749722958,0.0110630597919226,0.0117312595248222,0.012386473827064,0.0138675523921847,0.0128500116989017,0.0138895278796554,0.0151062188670039,0.012907050549984,0.0101665398105979,0.0138072678819299,0.0108642624691129,0.0112425265833735,0.0117964278906584,0.0114599447697401,0.0124344108626246,0.0145264957100153,0.0122582670301199,0.0131284324452281,0.0127192130312324,
356.0,0.0121965482831001,0.0118267443031073,0.0124102625995874,0.0133752906695008,0.0122120967134833,0.011496433056891,0.0142907099798322,0.0143800983205438,0.0131850177422166,0.0134545434266329,0.0111480038613081,0.011711779050529,0.0112011395394802,0.0125136682763696,0.010911863297224,0.012401295825839,0.0159987881779671,0.0130520584061742,0.0127092422917485,0.0129910921677947,0.0128100821748376,0.0114622199907899,0.0115137444809079,0.0126705411821604,0.0107074957340956,0.0125204473733902,0.00931908562779427,0.00917459651827812,0.0111647304147482,0.0118727693334222,0.0123464791104198,0.0138296401128173,0.0128187667578459,0.0139694847166538,0.015101982280612,0.0129653187468648,0.0100803431123495,0.0136996209621429,0.0109375771135092,0.0112672476097941,0.0118414433673024,0.0114778932183981,0.0126183517277241,0.0146113652735949,0.0121950944885612,0.013132119551301,0.012644998729229,
357.0,0.0119564170017838,0.0116416979581118,0.0123286582529545,0.0133448708802462,0.0120307020843029,0.0113014411181211,0.0142119452357292,0.0141567187383771,0.0129830194637179,0.0132699673995376,0.0110081471502781,0.0114938169717789,0.0110840238630772,0.0120107317343354,0.0108380168676376,0.0124478619545698,0.0157906729727983,0.0130994589999318,0.0125060696154833,0.0127587905153632,0.0128932362422347,0.0114377187564969,0.0112577388063073,0.0125351557508111,0.0105057833716273,0.0123630035668612,0.00919727887958288,0.00899296812713146,0.0109562687575817,0.0117505816742778,0.0121501395478845,0.0137212667614222,0.0127046266570687,0.0139851244166493,0.0149760693311691,0.0126847149804235,0.00990164279937744,0.0134743452072144,0.0109238941222429,0.0111131351441145,0.0117659186944366,0.0112652275711298,0.0125847682356834,0.0146428951993585,0.0121065499261022,0.0130698047578335,0.0125364912673831,
358.0,0.0120892534032464,0.0118874665349722,0.0126042375341058,0.0134930815547705,0.0123274484649301,0.0115829175338149,0.0143344569951296,0.014445829205215,0.013211328536272,0.0134484805166721,0.0113561023026705,0.0117650674656034,0.0113242194056511,0.0123603343963623,0.010920905508101,0.0126570267602801,0.0160148646682501,0.0132284769788384,0.0127893686294556,0.0131693920120597,0.0129936449229717,0.011690859682858,0.0115909948945045,0.0129146045073867,0.010885601863265,0.0125241531059146,0.0096432538703084,0.00935558974742889,0.0111984023824334,0.0118484869599342,0.0123094329610467,0.0139066819101572,0.012904335744679,0.0141113521531224,0.0152619890868664,0.0130102997645736,0.0100904460996389,0.0138284964486957,0.0110898744314909,0.0113001307472587,0.01189592666924,0.0116073181852698,0.0126173440366983,0.0149152781814337,0.0124394856393337,0.0132308965548873,0.0128909153863788,
359.0,0.0121000427752733,0.0118096452206373,0.0126145305112004,0.0134560745209455,0.0124248787760735,0.0116071049124002,0.0143495425581932,0.014412047341466,0.0131124341860414,0.0133797768503428,0.0112979663535953,0.0116877546533942,0.0113520622253418,0.0125446589663625,0.010921036824584,0.0126195177435875,0.0160448774695396,0.013191414065659,0.0128075741231441,0.0131090441718698,0.0129144079983234,0.0116327935829759,0.0115208886563778,0.01289336476475,0.0108221229165792,0.0125034926459193,0.00955986138433218,0.00928045343607664,0.0111326249316335,0.0118288546800613,0.0125072756782174,0.01388652715832,0.0129123032093048,0.0140282502397895,0.0152947576716542,0.0130941988900304,0.010119485668838,0.0137547487393022,0.0110356500372291,0.011294481344521,0.0118253752589226,0.0117055857554078,0.0125771816819906,0.0148996813222766,0.0125145222991705,0.0132466061040759,0.0128262480720878,
360.0,0.0121150612831116,0.011762959882617,0.0125805232673883,0.0134261734783649,0.0123433731496334,0.0114613994956017,0.0143229048699141,0.014345632866025,0.0130657497793436,0.0133863920345902,0.011192299425602,0.0115744806826115,0.0112323937937617,0.0124860173091292,0.0109340297058225,0.0125817647203803,0.0160367116332054,0.0131095051765442,0.0127203110605478,0.0129262581467628,0.0129478685557842,0.0115899201482534,0.0114074479788542,0.0127558335661888,0.0107374172657728,0.0124827232211828,0.00938231404870749,0.0091226939111948,0.0110625959932804,0.0118274949491024,0.0125724449753761,0.0137961842119694,0.012921298854053,0.0140088247135282,0.0152127128094435,0.0130733596161008,0.0101196430623531,0.0136435646563768,0.011018380522728,0.0112178381532431,0.0117263374850154,0.0117037771269679,0.0126005709171295,0.0148966815322638,0.0124410297721624,0.013221051543951,0.0128205316141248,
361.0,0.0122451949864626,0.0119857601821423,0.0127009954303503,0.0135398181155324,0.0122275995090604,0.0113794170320034,0.0143599668517709,0.0144618963822722,0.0133341839537024,0.0136361140757799,0.0113327456638217,0.0117222154513001,0.0111594256013632,0.0123604200780392,0.0110242646187544,0.0127091873437166,0.0161617770791054,0.0131056187674403,0.0127597143873572,0.0129873855039477,0.0131856361404061,0.0117708053439856,0.0115603599697351,0.0127965938299894,0.0109347673133016,0.0126101467758417,0.00951122399419546,0.00920701771974564,0.01122235506773,0.0119320601224899,0.0124975107610226,0.0138151766732335,0.0130748143419623,0.0141659565269947,0.0152540635317564,0.0131339691579342,0.0102140149101615,0.0138257229700685,0.0111826406791806,0.0112528800964355,0.0117866331711411,0.0117695406079292,0.0127621283754706,0.0150772649794817,0.0124365603551269,0.0132608814164996,0.0131396753713489,
362.0,0.0123122138902545,0.0119879897683859,0.0127531616017222,0.0135701829567552,0.0121503854170442,0.011542858555913,0.0145106893032789,0.0143120577558875,0.0134642049670219,0.0135677233338356,0.0113258427008986,0.0119188940152526,0.0113211162388325,0.0124700460582972,0.0110466117039323,0.0126953618600965,0.0162936318665743,0.0131422895938158,0.0129255941137671,0.0130681851878762,0.0130824716761708,0.0117304613813758,0.0115857375785708,0.0127882370725274,0.010817619971931,0.0126773631200194,0.00961006991565228,0.00920573808252811,0.011241608299315,0.0119379302486777,0.0125459143891931,0.0139466719701886,0.0131210684776306,0.0139999473467469,0.0155370272696018,0.0131411328911781,0.0102172465994954,0.0138933109119534,0.0111471842974424,0.011444378644228,0.011997046880424,0.0116862840950489,0.0129143046215177,0.0149544682353735,0.0126039953902364,0.0132679278030992,0.0129883214831352,
363.0,0.0123678734526038,0.0120217772200704,0.0127938138321042,0.0136446384713054,0.0122707085683942,0.0117480689659715,0.0144888712093234,0.0143284061923623,0.0134811867028475,0.013609123416245,0.0113749988377094,0.0119341388344765,0.0114327734336257,0.0125400917604566,0.0110890800133348,0.0128171434625983,0.016302639618516,0.0131538985297084,0.0129776177927852,0.0130413761362433,0.0130227589979768,0.0117139667272568,0.0116550577804446,0.0128544187173247,0.0108460104092956,0.0127155352383852,0.009565694257617,0.00923424120992422,0.0113337645307183,0.0118854437023401,0.0126259149983525,0.013991504907608,0.0130172530189157,0.0140229919925332,0.0156258698552847,0.0130688669160008,0.010240713134408,0.0140017373487353,0.0111804017797112,0.0115019902586937,0.0120833041146398,0.0117640113458037,0.0129898320883512,0.0150251556187868,0.0126424767076969,0.0132844485342503,0.0130060221999884,
