Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044
UTC datetime,2021-11-13T02:51:57,2021-11-13T02:52:00,2021-11-13T02:52:04,2021-11-13T02:52:07,2021-11-13T02:52:10,2021-11-13T02:52:14,2021-11-13T02:52:17,2021-11-13T02:52:20,2021-11-13T02:52:23,2021-11-13T02:52:30,2021-11-13T02:52:33,2021-11-13T02:52:36,2021-11-13T02:52:40,2021-11-13T02:52:43,2021-11-13T02:52:46,2021-11-13T02:52:50,2021-11-13T02:52:53,2021-11-13T02:52:56,2021-11-13T02:53:06,2021-11-13T02:53:09,2021-11-13T02:53:12,2021-11-13T02:53:19,2021-11-13T02:53:22,2021-11-13T02:53:26,2021-11-13T02:53:29,2021-11-13T02:53:32,2021-11-13T02:53:35,2021-11-13T02:53:38,2021-11-13T02:53:42,2021-11-13T02:53:45,2021-11-13T02:53:48,2021-11-13T02:53:52,2021-11-13T02:53:55,2021-11-13T02:53:58,2021-11-13T02:54:02,2021-11-13T02:54:05,2021-11-13T02:54:09,2021-11-13T02:54:12,2021-11-13T02:54:15,2021-11-13T02:54:18,2021-11-13T02:54:22,2021-11-13T02:54:25,2021-11-13T02:54:28,2021-11-13T02:54:32,2021-11-13T02:54:35
latitude (deg. north),-32.309699,-32.309705,-32.309713,-32.309719,-32.309722699999995,-32.309721499999995,-32.3097206,-32.3097197,-32.3097188,-32.309716699999996,-32.3097158,-32.3097149,-32.3097134,-32.3097116,-32.3097098,-32.3097074,-32.3097056,-32.3097038,-32.3096978,-32.309696,-32.3096947,-32.309691666666666,-32.309690366666665,-32.30968863333334,-32.309687333333336,-32.309686033333335,-32.309684733333334,-32.30968343333333,-32.3096822,-32.3096814,-32.3096806,-32.30967953333333,-32.309678733333335,-32.30967793333333,-32.30967686666666,-32.30967606666667,-32.309675,-32.309672899999995,-32.3096708,-32.3096687,-32.3096659,-32.3096638,-32.3096617,-32.3096589,-32.3096568
longitude (deg. east),115.8640086,115.86401470000001,115.86402283333334,115.86402893333334,115.86403646666668,115.86405033333334,115.86406073333333,115.86407113333334,115.86408153333333,115.8641058,115.8641162,115.8641266,115.86414326666667,115.86416206666667,115.86418086666666,115.86420593333332,115.86422473333333,115.86424353333334,115.86430619999999,115.864325,115.8643422,115.86438233333332,115.86439953333333,115.86442246666667,115.86443966666667,115.86445686666667,115.86447406666666,115.86449126666666,115.8645063,115.8645156,115.8645249,115.86453730000001,115.8645466,115.8645559,115.8645683,115.8645776,115.86459,115.8646061,115.8646222,115.86463830000001,115.86465976666668,115.86467586666667,115.86469196666667,115.86471343333334,115.86472953333333

spectral units,reflectance (dimensionless)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044
350.0,0.0147473970428109,0.0118676722049713,0.0113796582445502,0.00984725914895535,0.011596541851759,0.0103827863931656,0.0115523226559162,0.0118657508864999,0.0100117167457938,0.0101223224774003,0.0107801631093025,0.0100195994600654,0.0105546358972788,0.00983868539333344,0.0102715268731117,0.0105722397565842,0.010924712754786,0.0126452157273889,0.0124374264851213,0.0132222771644592,0.00963385403156281,0.0110599864274263,0.0101854959502816,0.0110799530521035,0.0105085875838995,0.0118956994265318,0.012004753574729,0.0116287097334862,0.00962089374661446,0.0103139886632562,0.0107087111100554,0.0113589419052005,0.0108714653179049,0.01131721585989,0.0103577794507146,0.00919868238270283,0.0121784163638949,0.0111675867810845,0.0119156967848539,0.0126593643799424,0.0109902014955878,0.0107932733371854,0.0119558498263359,0.0126940310001373,0.0100147845223546,
351.0,0.014616553671658,0.0118945725262165,0.011479077860713,0.00981749128550291,0.0115924095734954,0.0102411611005664,0.0114658186212182,0.0118154333904386,0.00987994018942118,0.00989054515957832,0.0105914594605565,0.00993169564753771,0.0103376628831029,0.00960401445627213,0.0103445062413812,0.0103720407932997,0.0109712183475494,0.0125625720247626,0.0123660052195191,0.0131080821156502,0.00963888596743345,0.0108812022954226,0.0101192789152265,0.0109667964279652,0.0106406593695283,0.0116410879418254,0.0119394445791841,0.0115977488458157,0.0094274552538991,0.0100605506449938,0.0105617269873619,0.0112308235839009,0.0108680594712496,0.0112688560038805,0.0101286843419075,0.00919227302074432,0.0121952351182699,0.0111446836963296,0.0118854939937592,0.0127734281122684,0.0109432684257627,0.0105516947805882,0.0118135567754507,0.0125776128843427,0.00975522212684155,
352.0,0.014725330285728,0.0118688512593508,0.0117034036666155,0.00990708265453577,0.011768352240324,0.010249032638967,0.0114709362387657,0.0120243653655052,0.0100327739492059,0.010077347047627,0.0106134787201881,0.00989862810820341,0.0103228343650699,0.00960599631071091,0.0104876710101962,0.0104644736275077,0.0110697159543633,0.0126619953662157,0.0124921714887023,0.013159466907382,0.00967355445027351,0.0109739610925317,0.0102688642218709,0.0111046256497502,0.0107695236802101,0.0117093175649643,0.0120110055431724,0.0115857189521194,0.00947611406445503,0.0101343141868711,0.0106249116361141,0.0112252999097109,0.0110153499990702,0.0113349538296461,0.0101367188617587,0.00922687910497189,0.0122761474922299,0.0111888414248824,0.0119507145136595,0.0128101846203208,0.0109838433563709,0.0106482980772853,0.011915922164917,0.0126651683822274,0.00989291816949844,
353.0,0.0149820223450661,0.011870488524437,0.0117834834381938,0.0100203733891249,0.0119304778054357,0.0103794671595097,0.0115598784759641,0.0121917780488729,0.0102709801867604,0.0104088876396418,0.0108155440539122,0.00996849779039621,0.0105058997869492,0.0097925616428256,0.0106200687587261,0.0107060996815562,0.011133654974401,0.0128572890534997,0.012669856660068,0.0133374491706491,0.00971212238073349,0.0111720794811845,0.0104558868333697,0.0113270608708262,0.0108148269355297,0.0119718937203288,0.0121588250622153,0.0116416551172733,0.00973262079060078,0.0103599680587649,0.0107872290536761,0.0113765401765704,0.0111600300297141,0.011396137997508,0.0103764999657869,0.00932089053094387,0.0123698376119137,0.0112816877663136,0.0120870275422931,0.0127800209447742,0.0111375628039241,0.0109542347490788,0.0121472831815481,0.0128616485744715,0.010219263844192,
354.0,0.0149249574169517,0.0120920930057764,0.0115653667598963,0.00993416272103786,0.0117223495617509,0.0103792445734143,0.0115755144506693,0.0118978871032596,0.0101803643628955,0.0102014886215329,0.0108962338417768,0.0100003574043512,0.0105039766058326,0.00970860384404659,0.0106633929535747,0.0105868754908442,0.0111579149961472,0.012899381108582,0.0124990660697222,0.0134171564131975,0.00976591277867556,0.0109795089811087,0.0103198140859604,0.0111769447103143,0.0107635091990232,0.0120228957384825,0.0119820162653923,0.0117859672755003,0.00970576703548431,0.0102323461323977,0.0106201376765966,0.0114798219874501,0.0109700672328472,0.011310163885355,0.0104271229356527,0.00941849499940872,0.0123398788273335,0.0112546058371663,0.0121257891878486,0.0128229940310121,0.0112759796902537,0.0108742909505963,0.0120250899344683,0.0127603514119983,0.010188315063715,
355.0,0.0151073122397065,0.0121594937518239,0.0118566919118166,0.009927898645401,0.0117919417098165,0.0105460667982697,0.0117493709549308,0.0121452501043677,0.0103305215016007,0.010406837798655,0.0109847607091069,0.0103368135169148,0.0106712272390723,0.0099790645763278,0.0107434093952179,0.0106738097965717,0.0113037414848804,0.0130722858011723,0.0126233706250787,0.0135721443220973,0.00998392608016729,0.0112094581127167,0.0105022024363279,0.0112874275073409,0.010944358073175,0.012118361890316,0.0121883731335402,0.0118739660829306,0.00989605206996202,0.010443308390677,0.0107854995876551,0.0117090903222561,0.0112287634983659,0.0115518094971776,0.0106192193925381,0.00950564257800579,0.0124509437009692,0.0113624641671777,0.0122209005057812,0.0130212269723415,0.0112989982590079,0.011072127148509,0.0121945217251778,0.0129000172019005,0.0102973720058799,
356.0,0.0151430293917656,0.0121232978999615,0.0119883716106415,0.00990616623312235,0.0118883149698377,0.0105483010411263,0.0116956410929561,0.0122335758060217,0.0104010496288538,0.01051533408463,0.0108879087492824,0.0103779993951321,0.0106030711904168,0.0100665306672454,0.0106933116912842,0.010786609724164,0.0112689938396215,0.0130577199161053,0.0127418655902147,0.0135905044153333,0.00996169168502092,0.0113399103283882,0.0104906437918544,0.0113245919346809,0.0110359322279692,0.0120944492518902,0.0122573673725128,0.0118447039276361,0.00993654225021601,0.0105242487043142,0.0108681507408619,0.0117185730487108,0.0113089624792337,0.0116893826052547,0.0106454379856586,0.00943121034651995,0.0124481301754713,0.0113261993974447,0.0121853137388825,0.0130011159926653,0.0111465835943818,0.0110465753823519,0.0121922688558698,0.0129602374508977,0.0103348148986697,
357.0,0.0149916624650359,0.0121209165081382,0.0118422321975231,0.00988814514130354,0.011976926587522,0.0103806192055345,0.0115268127992749,0.0120241837576032,0.0103554259985685,0.01040646340698,0.0107398573309183,0.0101118898019195,0.0103668421506882,0.00991558190435171,0.0105706416070461,0.0108412895351648,0.0111196134239435,0.0129151837900281,0.0127266645431519,0.0135321822017431,0.00973922945559025,0.0112473089247942,0.010285328142345,0.0112537713721395,0.0109827909618616,0.012002794072032,0.0120899714529514,0.0117993196472526,0.00979826226830482,0.0104315252974629,0.0107639040797949,0.0115339318290353,0.0111120622605085,0.0116010867059231,0.0105138877406716,0.00931031443178654,0.012369466945529,0.011195289902389,0.0120972525328398,0.0128414034843445,0.0110429851338267,0.0108224879950285,0.0119962701573968,0.0128808002918959,0.010277172550559,
358.0,0.0151431215927005,0.0123089570552111,0.0121543286368251,0.0100725656375289,0.0123949814587831,0.0104991961270571,0.0119924964383245,0.0122790969908237,0.0106073413044214,0.0106216976419091,0.0110721476376057,0.0103318756446242,0.0106631563976407,0.0101881250739098,0.0107228271663189,0.0109743382781744,0.0113976094871759,0.0132089303806424,0.0127979656681418,0.0138101605698466,0.00993796624243259,0.0114637399092317,0.0106320548802614,0.0115201631560922,0.0111337807029486,0.0121881384402514,0.0122550735250115,0.0119972061365843,0.00996090285480022,0.0107706366106868,0.010887292213738,0.0116734784096479,0.0113553730770946,0.0116643058136106,0.0106785129755735,0.00956466607749462,0.01265306212008,0.0114615513011813,0.0123734455555677,0.0131920175626874,0.0114954765886068,0.0111811989918351,0.0122460462152958,0.0130248796194792,0.0104134250432253,
359.0,0.015184641815722,0.0122837694361806,0.0120769701898098,0.0101448763161898,0.0121579328551888,0.010582254268229,0.0119417225942016,0.0122962770983577,0.0105428621172905,0.010586048476398,0.0111690424382687,0.0102910390123725,0.0106943361461163,0.0101233161985874,0.0107523929327726,0.0108539955690503,0.0113356271758676,0.0131417503580451,0.0129399169236422,0.0138222938403487,0.00995932798832655,0.0113158551976085,0.0105856498703361,0.0115820970386267,0.0111148823052645,0.0121610034257174,0.0123332226648927,0.0120423575863242,0.00999993644654751,0.0106965303421021,0.010846552439034,0.011703790165484,0.0113528613001108,0.0116584552451968,0.0107672596350312,0.00962376315146685,0.0125439241528511,0.0114856064319611,0.0124353459104896,0.013205292634666,0.011429906822741,0.0111941788345575,0.0123818665742874,0.0129767572507262,0.0103661613538861,
