Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038
UTC datetime,2021-11-13T03:16:09,2021-11-13T03:16:12,2021-11-13T03:16:15,2021-11-13T03:16:19,2021-11-13T03:16:22,2021-11-13T03:16:25,2021-11-13T03:16:29,2021-11-13T03:16:32,2021-11-13T03:16:35,2021-11-13T03:16:39,2021-11-13T03:16:42,2021-11-13T03:16:45,2021-11-13T03:16:49,2021-11-13T03:16:52,2021-11-13T03:16:55,2021-11-13T03:16:59,2021-11-13T03:17:02,2021-11-13T03:17:05,2021-11-13T03:17:09,2021-11-13T03:17:12,2021-11-13T03:17:15,2021-11-13T03:17:19,2021-11-13T03:17:22,2021-11-13T03:17:25,2021-11-13T03:17:29,2021-11-13T03:17:32,2021-11-13T03:17:35,2021-11-13T03:17:38,2021-11-13T03:17:48,2021-11-13T03:17:51,2021-11-13T03:17:55,2021-11-13T03:17:58,2021-11-13T03:18:01,2021-11-13T03:18:05,2021-11-13T03:18:08,2021-11-13T03:18:12,2021-11-13T03:18:15,2021-11-13T03:18:18,2021-11-13T03:18:21
latitude (deg. north),-32.309807,-32.3098088,-32.3098106,-32.309813,-32.3098148,-32.3098166,-32.309819,-32.3098208,-32.3098226,-32.309825,-32.3098269,-32.3098288,-32.30983133333333,-32.30983323333333,-32.30983513333333,-32.30983766666667,-32.30983956666667,-32.30984146666666,-32.309844,-32.3098458,-32.3098476,-32.30985,-32.3098518,-32.309853600000004,-32.309856,-32.3098578,-32.3098596,-32.3098614,-32.3098608,-32.3098604,-32.30985986666667,-32.309859466666666,-32.30985906666667,-32.30985853333333,-32.30985813333333,-32.3098603,-32.309862599999995,-32.3098649,-32.3098672
longitude (deg. east),115.864831,115.86481289999999,115.8647948,115.86477066666666,115.86475256666667,115.86473446666666,115.86471033333333,115.86469223333333,115.86467413333332,115.86465,115.8646294,115.8646088,115.86458133333333,115.86456073333333,115.86454013333334,115.86451266666667,115.86449206666667,115.86447146666667,115.864444,115.86442170000001,115.86439940000001,115.86436966666668,115.86434736666666,115.86432506666667,115.86429533333333,115.86427303333333,115.86425073333334,115.86422843333334,115.8641838,115.8641714,115.86415486666667,115.86414246666666,115.86413006666666,115.86411353333334,115.86410113333334,115.8640882,115.8640794,115.8640706,115.8640618

spectral units,reflectance (dimensionless)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038
350.0,0.0124630387872458,0.0123601723462343,0.0138149606063962,0.0139268282800913,0.0114061133936048,0.013530838303268,0.0121794184669852,0.0126290023326874,0.0119724227115512,0.0128310164436698,0.0137402806431055,0.013192493468523,0.0124485027045012,0.0118968700990081,0.0119343809783459,0.0120255220681429,0.0111491624265909,0.0101552838459611,0.0106607349589467,0.0108592798933387,0.0127877127379179,0.0102776009589434,0.0111826956272125,0.0104107977822423,0.0110262064263225,0.0116765033453703,0.011430655606091,0.0109606562182307,0.0102199884131551,0.0109540894627571,0.00997313391417265,0.0100058214738965,0.00982352811843157,0.0117850638926029,0.012666373513639,0.0104416077956557,0.0129224406555295,0.0116760423406959,0.0118792559951544,
351.0,0.0122952247038484,0.0122430231422186,0.0136877866461873,0.0139697343111038,0.0115224467590451,0.0133891999721527,0.0120589071884751,0.0124360071495175,0.0117875002324581,0.012840723618865,0.0135355871170759,0.0131955454126,0.0122966011986136,0.0117896627634764,0.0118519384413958,0.0119542637839913,0.0111666731536388,0.0101456176489592,0.0104489764198661,0.0107480948790908,0.0127151887863874,0.010173536837101,0.0110400812700391,0.0103537878021598,0.0109555153176188,0.0115161901339889,0.0114416927099228,0.0109723880887032,0.0101447012275457,0.0109905349090695,0.00980832707136869,0.00982449483126402,0.0098939249292016,0.0116918226704001,0.012446166947484,0.0101145207881927,0.0129586020484567,0.0115949232131243,0.0116601726040244,
352.0,0.0124495262280107,0.0123651679605246,0.013705468736589,0.0141447689384222,0.0117123741656542,0.0135042322799563,0.0121267205104232,0.0125145027413964,0.0117697278037667,0.0129626784473658,0.0135891297832131,0.0133156096562743,0.0123185310512781,0.0119300791993737,0.0119119016453624,0.0119086997583508,0.0113045107573271,0.0102587025612593,0.0105351042002439,0.0108657898381352,0.0128004690632224,0.01023193821311,0.0110784247517586,0.0104610454291105,0.0109827984124422,0.0114087974652648,0.0114974398165941,0.0112310796976089,0.0102802142500877,0.0111658740788698,0.00984904728829861,0.00993329379707575,0.00998894032090902,0.011832557618618,0.0124676451086998,0.00996849033981562,0.0129880029708147,0.0118010807782412,0.0116799511015415,
353.0,0.0127898911014199,0.0125937312841415,0.0138327991589904,0.0143434684723616,0.0118563463911414,0.0137192429974675,0.0123143866658211,0.012743117287755,0.011931287124753,0.0131139978766441,0.013885697349906,0.0134865865111351,0.0125076845288277,0.0121801039204001,0.0120438570156693,0.0118826245889068,0.011381920427084,0.0103841423988342,0.0107880849391222,0.0110937161371112,0.0129574928432703,0.010397438891232,0.0112326107919216,0.0106116300448775,0.0110700130462646,0.0114831496030092,0.0116032268851995,0.0114398235455155,0.0105387717485428,0.0113109471276402,0.00999670475721359,0.0101991659030318,0.010072729550302,0.0120657840743661,0.0126684717833996,0.0100801838561893,0.0130693260580301,0.0120332827791572,0.0119087602943182,
354.0,0.0128112034872174,0.0123663898557425,0.0137534998357296,0.0143458750098944,0.0119391577318311,0.0136562427505851,0.012330824509263,0.0126600386574864,0.0119850495830178,0.0131935207173228,0.0138992257416248,0.0135634327307343,0.012517205439508,0.0120786596089602,0.0119951264932752,0.0118054542690516,0.011247574351728,0.0102886753156781,0.0106919864192605,0.0109862135723233,0.0129581056535244,0.0104132778942585,0.0110864620655775,0.010541969910264,0.0109133385121822,0.0116779338568449,0.0117498021572828,0.0112842787057161,0.0104959849268198,0.0112390723079443,0.00986451748758554,0.0100312139838934,0.0101315723732114,0.0119488881900907,0.0126345790922642,0.0101462220773101,0.0132159711793065,0.0118381436914206,0.0118818711489439,
355.0,0.0128024248406291,0.0125405332073569,0.0140844313427806,0.0143904639407992,0.0120417140424252,0.013758547604084,0.0125362258404493,0.0128129543736577,0.0120060490444303,0.013300059363246,0.0140589773654938,0.0136668737977743,0.0125460010021925,0.0119676562026143,0.0120855094864964,0.01205959264189,0.0114626064896584,0.0104054464027286,0.0107872905209661,0.0110646961256862,0.0129906879737973,0.0106034325435758,0.0113316355273128,0.0108172809705138,0.0110647166147828,0.0118320481851697,0.011721265502274,0.0114507460966706,0.0106003563851118,0.0113504491746426,0.0100775817409158,0.0101174274459481,0.010255828499794,0.0120502877980471,0.0128645207732916,0.0102975172922015,0.0132830673828721,0.0120722381398082,0.0120267868041992,
356.0,0.0127570554614067,0.0125591205433011,0.014164948835969,0.014395110309124,0.0119629669934511,0.0137958936393261,0.0125103462487459,0.0128841046243906,0.0119646470993757,0.0132599789649248,0.0139991194009781,0.0136538045480847,0.0125107541680336,0.0119692329317331,0.0121731888502836,0.0122116506099701,0.0115621946752071,0.0103956628590822,0.0108608705922961,0.0110420826822519,0.0130013609305024,0.0105398586019874,0.0113880075514317,0.010919670574367,0.0112075852230191,0.0117793483659625,0.0116873793303967,0.0115228863433003,0.0105905514210463,0.0114084053784609,0.0102557931095362,0.0102284839376807,0.0101969735696912,0.0121467178687453,0.012967262417078,0.0103120366111398,0.0133086051791906,0.0121155511587858,0.0120621863752604,
357.0,0.0127225741744041,0.012330936267972,0.013930675573647,0.0143552757799625,0.0118136201053858,0.0137337576597929,0.012290658429265,0.0128042073920369,0.0119575913995504,0.0131670031696558,0.0137559417635202,0.0135973859578371,0.0125131541863084,0.0121221821755171,0.0122188040986657,0.0121561931446195,0.0114596644416451,0.0103062754496932,0.010893645696342,0.0109389517456293,0.0130146229639649,0.01030442584306,0.0111598996445537,0.0107995793223381,0.0112308720126748,0.0116468090564013,0.0117895100265741,0.0114263398572803,0.0104940477758646,0.0113775879144669,0.0102276243269444,0.0102699678391218,0.0100494278594851,0.0121492315083742,0.0128595856949687,0.0102361859753728,0.0132983308285475,0.0119089391082525,0.0119519550353289,
358.0,0.0128374630585313,0.012507377192378,0.0141864772886038,0.0144010065123439,0.0120850671082735,0.0138581730425358,0.0125406393781304,0.0129163321107626,0.0122217182070017,0.0134440949186683,0.0139291770756245,0.0138416942209005,0.0128843588754535,0.0123894838616252,0.0123672308400273,0.0122914472594857,0.0116575220599771,0.0107251042500138,0.0111906668171287,0.0112344045192003,0.0131728379055858,0.0106542948633432,0.011296208947897,0.0110998833552003,0.0113946227356791,0.0118771167472005,0.0120584415271878,0.0116415387019515,0.0107605112716556,0.0115460129454732,0.0102237071841955,0.0104384822770953,0.0103343091905117,0.0122420508414507,0.0129453334957361,0.0104612037539482,0.0131955584511161,0.0122481379657984,0.0120420027524233,
359.0,0.0127951176837087,0.0125628272071481,0.0142185529693961,0.0145084066316485,0.0121335033327341,0.0138686308637261,0.0126041397452354,0.0129444254562259,0.0121968584135175,0.0134875783696771,0.0140414293855429,0.013763583265245,0.0127415740862489,0.0124241430312395,0.0123151512816548,0.0122013399377465,0.0116505613550544,0.010793736204505,0.0111525868996978,0.0112436348572373,0.0132257379591465,0.0107431514188647,0.0112789859995246,0.0110602024942636,0.0114403963088989,0.0119486637413502,0.0120036415755749,0.0115547450259328,0.0107555016875267,0.0114909941330552,0.0102134579792619,0.0103920511901379,0.0104016987606883,0.0121047087013721,0.0130676897242665,0.0104639315977693,0.013233301229775,0.0122465156018734,0.0121245188638568,
