Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038
UTC datetime,2021-11-13T03:18:53,2021-11-13T03:18:56,2021-11-13T03:19:00,2021-11-13T03:19:03,2021-11-13T03:19:06,2021-11-13T03:19:10,2021-11-13T03:19:13,2021-11-13T03:19:16,2021-11-13T03:19:20,2021-11-13T03:19:23,2021-11-13T03:19:26,2021-11-13T03:19:30,2021-11-13T03:19:33,2021-11-13T03:19:36,2021-11-13T03:19:40,2021-11-13T03:19:43,2021-11-13T03:19:46,2021-11-13T03:19:50,2021-11-13T03:19:53,2021-11-13T03:19:56,2021-11-13T03:20:00,2021-11-13T03:20:03,2021-11-13T03:20:06,2021-11-13T03:20:10,2021-11-13T03:20:13,2021-11-13T03:20:16,2021-11-13T03:20:20,2021-11-13T03:20:23,2021-11-13T03:20:26,2021-11-13T03:20:30,2021-11-13T03:20:33,2021-11-13T03:20:36,2021-11-13T03:20:40,2021-11-13T03:20:43,2021-11-13T03:20:46,2021-11-13T03:20:50,2021-11-13T03:20:53,2021-11-13T03:20:56,2021-11-13T03:20:59
latitude (deg. north),-32.309909,-32.309915,-32.309923,-32.309929000000004,-32.309935,-32.30994053333333,-32.30993913333334,-32.309937733333335,-32.30993586666667,-32.30993446666667,-32.309933066666666,-32.3099312,-32.3099298,-32.309928400000004,-32.309926833333336,-32.30992633333334,-32.30992583333334,-32.309925166666666,-32.30992466666667,-32.30992416666667,-32.309923500000004,-32.309923,-32.3099225,-32.30992153333333,-32.309920133333335,-32.30991873333333,-32.30991686666667,-32.309915466666666,-32.309914066666664,-32.3099122,-32.3099108,-32.3099094,-32.30990773333333,-32.30990693333333,-32.309906133333335,-32.309905066666666,-32.30990426666666,-32.30990346666667,-32.309902666666666
longitude (deg. east),115.86407386666666,115.86408776666667,115.8641063,115.8641202,115.8641341,115.86415333333333,115.86416933333334,115.86418533333334,115.86420666666666,115.86422266666666,115.86423866666667,115.86426,115.86427599999999,115.86429199999999,115.86431556666666,115.86433826666666,115.86436096666667,115.86439123333334,115.86441393333334,115.86443663333333,115.8644669,115.8644896,115.8645123,115.86454090000001,115.86455860000001,115.8645763,115.8645999,115.8646176,115.8646353,115.8646589,115.8646766,115.8646943,115.86471593333333,115.86472773333332,115.86473953333333,115.86475526666666,115.86476706666666,115.86477886666667,115.86479066666666

spectral units,reflectance (dimensionless)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038
350.0,0.0105949370190501,0.00996409635990858,0.00821544975042343,0.00833288300782442,0.00997091736644506,0.0100960182026029,0.0101515641435981,0.0118590807542205,0.0109615530818701,0.0102853598073125,0.0112297022715211,0.0110642127692699,0.00950104370713234,0.0101231075823307,0.00984846334904432,0.0107567282393575,0.0104825654998422,0.0106864254921675,0.0117442728951573,0.0082387812435627,0.00958695914596319,0.00826855562627316,0.0112977279350162,0.0117754116654396,0.0104288291186094,0.0113969268277287,0.00979836750775576,0.0109633300453424,0.00979210250079632,0.0107813030481339,0.0103561542928219,0.0112467100843787,0.0117210661992431,0.00936947204172611,0.0119832409545779,0.0121697122231126,0.012628260999918,0.0104328952729702,0.0118799274787307,
351.0,0.0104823345318437,0.00980188511312008,0.00815372634679079,0.0084611177444458,0.0100805256515741,0.00991919543594122,0.0100845322012901,0.0118463076651096,0.0110106645151973,0.0101978173479438,0.0109238997101784,0.0107753947377205,0.0095653785392642,0.0100064128637314,0.0097135603427887,0.010473451577127,0.010441648773849,0.010563725605607,0.0118337394669652,0.00817644409835339,0.0094805434346199,0.00829407759010792,0.0112641816958785,0.0116267772391438,0.0104820868000388,0.0112786721438169,0.00971717201173306,0.0108491210266948,0.0096436170861125,0.0106279030442238,0.0102429101243615,0.0112679963931441,0.0116253728047013,0.00905231665819883,0.011851423420012,0.0120265623554587,0.0124774621799588,0.0101641491055489,0.0117068495601416,
352.0,0.0104648200795054,0.00979003682732582,0.00814683549106121,0.00850796885788441,0.0101368259638548,0.00999390706419945,0.0101838428527117,0.0117816980928183,0.0112223345786333,0.0104011138901114,0.0109083065763116,0.0107877748087049,0.00983795803040266,0.0101143606007099,0.00984272267669439,0.0105233751237392,0.0105971973389387,0.0106369033455849,0.0119197880849242,0.00821307208389044,0.00957642588764429,0.00825722888112068,0.011347291059792,0.0117714749649167,0.010686949826777,0.0113524254411459,0.00989182665944099,0.010987751185894,0.00968611240386963,0.0106445159763098,0.0102817034348845,0.0113655254244804,0.0117431562393904,0.0091102346777916,0.0119489170610905,0.0120795480906963,0.0125949000939727,0.0101501801982522,0.0116993077099323,
353.0,0.0105440178886056,0.00989195983856916,0.00820750277489424,0.00845662225037813,0.0101513918489218,0.0101923355832696,0.010318691842258,0.0117833754047751,0.0113836852833629,0.0106813395395875,0.0111816376447678,0.0110725034028292,0.00995858758687973,0.0103418165817857,0.0100921997800469,0.0108025455847383,0.0107790315523744,0.0107922302559018,0.0119099505245686,0.00832872744649649,0.00977913290262222,0.0082098413258791,0.011415078304708,0.0120391789823771,0.0108296554535627,0.011526289395988,0.0101581308990717,0.0111723346635699,0.00989120826125145,0.010817751288414,0.010470193810761,0.0114803081378341,0.0119483349844813,0.00942421983927488,0.0121309459209442,0.0122701833024621,0.0128383636474609,0.0104030193760991,0.0118571817874908,
354.0,0.0104150371626019,0.00976344384253025,0.00812532100826502,0.00853594392538071,0.0101898070424795,0.0100358175113797,0.0101844323799014,0.0120077831670642,0.0112092904746532,0.0104855513200164,0.0111167347058654,0.0111167188733816,0.00953240692615509,0.0103207714855671,0.00995767209678888,0.0107429288327694,0.0106575340032578,0.0107557624578476,0.0118305692449212,0.00828561652451754,0.0098229655995965,0.00834391731768847,0.0113454014062881,0.0118498923256993,0.0105661936104298,0.011493232101202,0.0100280521437526,0.0108694387599826,0.00994729902595282,0.0107763390988111,0.0104823000729084,0.0114064970985055,0.011948854662478,0.00932866334915161,0.0120138870552182,0.0122674014419317,0.0128264371305704,0.0102878268808126,0.0118522392585874,
355.0,0.0106156785041094,0.00993988756090403,0.00830179639160633,0.00864566955715418,0.0103890718892217,0.0101247187703848,0.0103765400126576,0.0121662253513932,0.0114144589751959,0.0106935184448957,0.0112953670322895,0.011231729760766,0.00974757596850395,0.0105435270816088,0.010053550824523,0.0108638647943735,0.0108325118198991,0.0109087629243731,0.0120727503672242,0.0084806252270937,0.00994879473000765,0.00854103919118643,0.0116345444694161,0.0121528143063188,0.0108640799298882,0.0116844549775124,0.0100028049200773,0.0110446708276868,0.010004467330873,0.0108652282506227,0.0105346832424402,0.0116821741685271,0.0120509508997202,0.00942474044859409,0.0121977645903826,0.0124471485614777,0.0130397127941251,0.0103609496727586,0.0119772450998425,
356.0,0.0106591423973441,0.0100967660546303,0.00840733665972948,0.00861893780529499,0.0103906923905015,0.0101627511903644,0.0104651758447289,0.0120852328836918,0.0114865424111485,0.0107157593593001,0.011284152045846,0.0113059468567371,0.00993312336504459,0.0105853546410799,0.0101529275998473,0.0109786028042436,0.0108143957331777,0.0109413787722588,0.0121224327012897,0.00843644514679909,0.00996149145066738,0.00852516945451498,0.0116602275520563,0.0122247152030468,0.0109609281644225,0.0116861434653401,0.0100175514817238,0.0111868428066373,0.00999120902270079,0.0108788153156638,0.0104388874024153,0.0116773871704936,0.012090421281755,0.00947748217731714,0.0123161375522614,0.0125086521729827,0.0130404513329268,0.0103452326729894,0.0119642643257976,
357.0,0.0105082746595144,0.0101270563900471,0.00838120654225349,0.0085392240434885,0.0102024069055915,0.0101241795346141,0.010341165587306,0.011931924149394,0.0113283833488822,0.010454585775733,0.0110998349264264,0.0112907569855452,0.00984516926109791,0.0104193221777678,0.0101549439132214,0.0109735578298569,0.010605501011014,0.0108237946406007,0.0119851212948561,0.00817880313843489,0.00989561155438423,0.00842135120183229,0.0114296237006783,0.0119952596724033,0.0107455709949136,0.0114925540983677,0.010035433806479,0.0111230658367276,0.00996374431997538,0.0108261797577143,0.010303720831871,0.0113642951473594,0.0120701855048537,0.00943845231086016,0.0122644538059831,0.0124164763838053,0.0128282373771071,0.010272872634232,0.0118548516184092,
358.0,0.0107863964512944,0.0103044845163822,0.00857839360833168,0.00877505075186491,0.0103205302730203,0.0104161882773042,0.0104204509407282,0.0122222313657403,0.0115050664171577,0.0105943828821182,0.0114084770902991,0.0112708983942866,0.0100244451314211,0.0106037463992834,0.0102301966398954,0.0109296934679151,0.0109204398468137,0.0109454113990068,0.0123869469389319,0.0084265973418951,0.0101013407111168,0.00881667155772448,0.0118253268301487,0.0123816477134824,0.0111093297600746,0.0116823790594935,0.0101326024159789,0.0112976068630815,0.0101439990103245,0.011035013012588,0.0106156766414642,0.0115721141919494,0.0122470259666443,0.009589908644557,0.0123863872140646,0.0125355087220669,0.0130298025906086,0.010633927769959,0.0121139204129577,
359.0,0.0107244616374373,0.0102237267419696,0.00845509395003319,0.00876195076853037,0.0102432165294886,0.0102754728868604,0.0103618651628494,0.0122386682778597,0.011556152254343,0.010683698579669,0.0114707741886377,0.011266172863543,0.00996957533061504,0.0106061678379774,0.0100599182769656,0.0109326783567667,0.010812115855515,0.0108974482864141,0.0123527003452182,0.00842931587249041,0.0100781982764602,0.00876498594880104,0.0118292896077037,0.0123575767502189,0.0110451867803931,0.0116940485313535,0.0101281367242336,0.0113560324534774,0.0102099739015102,0.0111366081982851,0.0106678875163198,0.0115574588999152,0.0122637571766973,0.00953881815075874,0.0124241411685944,0.012486252002418,0.0130795268341899,0.0105269756168127,0.0121782664209604,
