Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045,00046,00047,00048,00049,00050
UTC datetime,2021-11-13T02:40:21,2021-11-13T02:40:27,2021-11-13T02:40:31,2021-11-13T02:40:34,2021-11-13T02:40:37,2021-11-13T02:40:41,2021-11-13T02:40:44,2021-11-13T02:40:47,2021-11-13T02:40:50,2021-11-13T02:40:54,2021-11-13T02:40:57,2021-11-13T02:41:00,2021-11-13T02:41:03,2021-11-13T02:41:07,2021-11-13T02:41:10,2021-11-13T02:41:13,2021-11-13T02:41:16,2021-11-13T02:41:20,2021-11-13T02:41:23,2021-11-13T02:41:26,2021-11-13T02:41:30,2021-11-13T02:41:33,2021-11-13T02:41:36,2021-11-13T02:41:39,2021-11-13T02:41:43,2021-11-13T02:41:46,2021-11-13T02:41:49,2021-11-13T02:41:52,2021-11-13T02:41:56,2021-11-13T02:41:59,2021-11-13T02:42:03,2021-11-13T02:42:06,2021-11-13T02:42:09,2021-11-13T02:42:12,2021-11-13T02:42:16,2021-11-13T02:42:19,2021-11-13T02:42:22,2021-11-13T02:42:26,2021-11-13T02:42:29,2021-11-13T02:42:32,2021-11-13T02:42:35,2021-11-13T02:42:39,2021-11-13T02:42:42,2021-11-13T02:42:45,2021-11-13T02:42:49,2021-11-13T02:42:52,2021-11-13T02:42:55,2021-11-13T02:42:59,2021-11-13T02:43:02,2021-11-13T02:43:05,2021-11-13T02:43:09
latitude (deg. north),-32.3094052,-32.3094048,-32.309404533333336,-32.30940433333333,-32.30940413333333,-32.30940433333333,-32.30940483333333,-32.30940533333334,-32.30940583333334,-32.3094065,-32.309407,-32.3094075,-32.309408000000005,-32.30940866666667,-32.30940976666667,-32.30941206666667,-32.309414366666665,-32.30941743333334,-32.309419733333336,-32.309422033333334,-32.3094251,-32.309427400000004,-32.3094297,-32.309432,-32.309432666666666,-32.309433166666665,-32.30943366666667,-32.30943416666667,-32.309434833333334,-32.30943533333333,-32.309436000000005,-32.309436500000004,-32.309437,-32.3094376,-32.309438400000005,-32.309439000000005,-32.309439600000005,-32.3094404,-32.309441,-32.3094416,-32.3094422,-32.309443,-32.3094457,-32.3094484,-32.309452,-32.3094547,-32.3094574,-32.309461,-32.309463699999995,-32.3094664,-32.30947
longitude (deg. east),115.864699,115.864679,115.86466566666667,115.86465566666666,115.86464566666666,115.8646302,115.864617,115.8646038,115.8645906,115.86457300000001,115.8645598,115.8645466,115.8645334,115.8645158,115.86450260000001,115.8644894,115.8644762,115.8644586,115.8644454,115.8644322,115.8644146,115.86440139999999,115.8643882,115.864375,115.86435326666667,115.86433696666666,115.86432066666666,115.86430436666666,115.86428263333333,115.86426633333333,115.86424459999999,115.8642283,115.864212,115.8641998,115.86418353333333,115.86417133333333,115.86415913333333,115.86414286666667,115.86413066666667,115.86411846666667,115.86410626666667,115.86409,115.8640725,115.86405500000001,115.86403166666668,115.86401416666668,115.86399666666667,115.86397333333333,115.86395583333334,115.86393833333334,115.863915

spectral units,reflectance (dimensionless)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045,00046,00047,00048,00049,00050
350.0,0.00998265389353037,0.01039810013026,0.0108677502721548,0.0100180516019464,0.0105820717290044,0.0109547926113009,0.0108222309499979,0.00808197353035212,0.0100756185129285,0.010226366110146,0.0110145155340433,0.0105713903903961,0.0107379509136081,0.0120500754565001,0.0122374519705772,0.0107025615870953,0.0106581952422857,0.0110497884452343,0.00910005439072847,0.0110156582668424,0.00977118406444788,0.00964815635234118,0.0109143285080791,0.0112524284049869,0.0122283464297652,0.0119876069948077,0.0131780747324228,0.0122489174827933,0.0124160572886467,0.0144982235506177,0.011537853628397,0.0111080696806312,0.00975006818771362,0.0101194866001606,0.010313437320292,0.00935120228677988,0.00785402208566666,0.00943105015903711,0.00937790144234896,0.010002925992012,0.0100028598681092,0.0116062285378575,0.0104225231334567,0.0114925121888518,0.0105761839076877,0.00899127684533596,0.00826083403080702,0.00950766168534756,0.0100496048107743,0.011517477221787,0.0117815528064966,
351.0,0.00983007159084082,0.0102603835985065,0.0110004842281342,0.00986628141254187,0.0105420751497149,0.0108182653784752,0.0106877405196428,0.00789954792708158,0.00999058596789837,0.00998123735189438,0.0107625126838684,0.0103260139003396,0.0104831634089351,0.011947326362133,0.0121347354725003,0.0105150621384382,0.0106594618409872,0.0109470440074801,0.00892168190330267,0.0108740096911788,0.00985454209148884,0.00955191161483526,0.0108670629560947,0.011208888143301,0.0120975458994508,0.0117527544498444,0.0131565434858203,0.0122207095846534,0.0123432669788599,0.0143352663144469,0.0113388290628791,0.0110622998327017,0.00981483981013298,0.00994743220508099,0.0101695638149977,0.00909859221428633,0.00762907555326819,0.00941907614469528,0.00920705497264862,0.00995318684726954,0.00984142255038023,0.0115768909454346,0.0104071609675884,0.0114590162411332,0.0105212135240436,0.00885643064975739,0.00827200338244438,0.00940759479999542,0.00995553378015757,0.0113189658150077,0.011726725846529,
352.0,0.00993148796260357,0.0102634280920029,0.0110331019386649,0.00994739681482315,0.0106056276708841,0.0108848065137863,0.0107397232204676,0.00802671816200018,0.010084455832839,0.010026752948761,0.010885601863265,0.0102991322055459,0.0104950461536646,0.0120293656364083,0.0122779961675406,0.010670212097466,0.0108320582658052,0.0109784575179219,0.00888339057564735,0.0109578063711524,0.00992960669100285,0.00963800866156816,0.0110685843974352,0.0112538253888488,0.0120293684303761,0.0117891309782863,0.013286997564137,0.0124930599704385,0.0122984331101179,0.0142466351389885,0.011277255602181,0.011212713085115,0.00993059854954481,0.0100611206144094,0.010323541238904,0.00906641129404306,0.00770417600870132,0.00944534130394459,0.00912990607321262,0.0100247617810965,0.0100213913246989,0.0116663025692105,0.0104020535945892,0.0115251131355762,0.010611061938107,0.00894646625965834,0.00828911457210779,0.00956387165933847,0.0100849606096745,0.011335582472384,0.0117231020703912,
353.0,0.0101278489455581,0.0103747053071856,0.0109660802409053,0.0101738190278411,0.0106750726699829,0.011101339943707,0.0109620429575443,0.00829013250768185,0.0102299731224775,0.010229017585516,0.011188667267561,0.0104789240285754,0.0107488799840212,0.0122148534283042,0.0124917840585113,0.0109539777040482,0.010998796671629,0.0110474145039916,0.00897995196282864,0.0111833596602082,0.00995276495814323,0.0097900927066803,0.0112984776496887,0.0113739585503936,0.0121300211176276,0.012044008821249,0.0134834488853812,0.0127996113151312,0.0123540675267577,0.0143703622743487,0.0114029292017221,0.0113671813160181,0.0099899535998702,0.0103401802480221,0.010549595579505,0.00927950162440538,0.00789889041334391,0.00948135461658239,0.00924067292362452,0.010158290155232,0.010327766649425,0.0117759620770812,0.0103838285431266,0.0116184120997787,0.010696267709136,0.00910749938338995,0.00823267921805382,0.00980744883418083,0.0103110251948237,0.0115646058693528,0.0117562832310796,
354.0,0.00998934637755156,0.0104017117992043,0.0110140917822719,0.0101001420989633,0.0105697102844715,0.0110381050035357,0.0111405542120337,0.00817550625652075,0.0100826108828187,0.0100981742143631,0.0110451886430383,0.0104889357462525,0.010776468552649,0.0121425911784172,0.0123563958331943,0.0107735386118293,0.0109211364760995,0.0109578315168619,0.00889264326542616,0.0111093781888485,0.0101302890107036,0.00969920493662357,0.0110531058162451,0.0114146862179041,0.0123478826135397,0.0121153788641095,0.0135072004050016,0.0124733876436949,0.01247947383672,0.0145196188241243,0.0114823561161757,0.0111786304041743,0.00988973397761583,0.0102417357265949,0.0103900646790862,0.00939431041479111,0.00769311795011163,0.00951666664332151,0.0093365516513586,0.0101328697055578,0.0100200148299336,0.011659674346447,0.0102320984005928,0.0115190241485834,0.0104401651769876,0.00886846706271172,0.0081654004752636,0.00971449818462133,0.0103088151663542,0.0116128642112017,0.0116956541314721,
355.0,0.0100706722587347,0.0105268592014909,0.0111781219020486,0.0102351373061538,0.0106786070391536,0.0111168911680579,0.0111785465851426,0.0082696694880724,0.0102172810584307,0.0101810991764069,0.0111503042280674,0.0105998376384377,0.0109845055267215,0.0122906565666199,0.0124361729249358,0.0109137780964375,0.0112407058477402,0.0111054582521319,0.00919218640774488,0.0111644379794598,0.0102683827280998,0.00984934344887733,0.0112773850560188,0.0115714762359858,0.0123257283121347,0.0121526541188359,0.0136417401954532,0.0125488769263029,0.0126311425119638,0.0145913558080792,0.0116474721580744,0.0113208303228021,0.00993836391717196,0.0103606916964054,0.0106138838455081,0.00952250976115465,0.00802431907504797,0.00966476183384657,0.00947218202054501,0.0101039744913578,0.0101944087073207,0.0117567237466574,0.0103785116225481,0.0117412731051445,0.0107168583199382,0.00916749332100153,0.00836510211229324,0.00985601916909218,0.0104236984625459,0.011710706166923,0.0119787286967039,
356.0,0.0101551590487361,0.0105130393058062,0.0112689770758152,0.0102155357599258,0.010804932564497,0.0111008230596781,0.0110387774184346,0.0083263935521245,0.0103329215198755,0.010208873078227,0.0112226195633411,0.0107096834108233,0.0109683386981487,0.0123346522450447,0.0124905146658421,0.0110817570239305,0.0112969465553761,0.0111544793471694,0.00923322141170502,0.0111719965934753,0.010154296644032,0.00984845869243145,0.0112783648073673,0.0115156387910247,0.0122414035722613,0.0121922791004181,0.0136761255562305,0.0126052359119058,0.0125964870676398,0.0145727442577481,0.0116044152528048,0.0113828340545297,0.00996366702020168,0.0102995056658983,0.0106447376310825,0.00947458017617464,0.00811191089451313,0.00966320559382439,0.00947302021086216,0.0101508432999253,0.0103239677846432,0.0117787383496761,0.0104703940451145,0.011838274076581,0.0108385197818279,0.00937291048467159,0.00842029880732298,0.00991238560527563,0.0103664863854647,0.0117295896634459,0.0120735159143806,
357.0,0.0101397726684809,0.0104062566533685,0.0112774213775992,0.0100477319210768,0.0108629409223795,0.0110192466527224,0.0109605910256505,0.0083281546831131,0.0103246895596385,0.0101595837622881,0.0111773274838924,0.0107785379514098,0.0107425935566425,0.012228874489665,0.0124726695939898,0.011122589930892,0.0110456040129066,0.0110857663676143,0.00897798128426075,0.0111344819888473,0.00991843454539776,0.00970231369137764,0.0109815830364823,0.0113415932282805,0.0122990235686302,0.0122750299051404,0.0136398104950786,0.0125238392502069,0.0124575272202492,0.0145558612421155,0.0114206755533814,0.0112713212147355,0.00998309161514044,0.0101150730624795,0.0104056764394045,0.00930202007293701,0.00781192537397146,0.00956898275762796,0.00937523227185011,0.0102609759196639,0.010235995054245,0.0117043843492866,0.0104253496974707,0.0117452843114734,0.0106648579239845,0.00927902851253748,0.00829481706023216,0.00986129697412252,0.0102164819836617,0.0117006944492459,0.0119046289473772,
358.0,0.01017134077847,0.0106264799833298,0.0114288246259093,0.0102793937548995,0.0109860235825181,0.0112894903868437,0.0114509193226695,0.00863246712833643,0.0104469135403633,0.0104064764454961,0.0112975761294365,0.0108889769762754,0.0109097855165601,0.0123645355924964,0.0126748904585838,0.0112070944160223,0.0113359466195107,0.0113461995497346,0.009256886318326,0.0113385869190097,0.010070001706481,0.0099907647818327,0.0112598203122616,0.0116847213357687,0.0126240495592356,0.0124503001570702,0.0138985374942422,0.0127506051212549,0.0126447593793273,0.0147221283987164,0.0116257956251502,0.011421169154346,0.0102928774431348,0.0105102239176631,0.0105884857475758,0.00936396233737469,0.00796899572014809,0.00984654482454062,0.00947779417037964,0.0103260613977909,0.0104094669222832,0.0119220484048128,0.0105910673737526,0.0119772125035524,0.0109191248193383,0.00941407959908247,0.00848496053367853,0.0101441163569689,0.0105491699650884,0.0118775516748428,0.0120643619447947,
359.0,0.0101528521627188,0.0106844855472445,0.0113616771996021,0.0103522799909115,0.0109232058748603,0.0112544065341353,0.011385714635253,0.00859719142317772,0.0103634735569358,0.0104281576350331,0.0112229445949197,0.0107738710939884,0.0109873106703162,0.0125129902735353,0.0127887455746531,0.0111181996762753,0.0113543262705207,0.0114164501428604,0.00923822354525328,0.0112705416977406,0.0100853815674782,0.00996533408761024,0.0113569619134068,0.0116122532635927,0.0126660605892539,0.0124315088614821,0.013812605291605,0.0128662046045065,0.0127270016819239,0.014651264064014,0.0117970649152994,0.0114887915551662,0.0101427445188165,0.0105294464156032,0.0105788195505738,0.00942805875092745,0.00807156879454851,0.00970062799751759,0.0092700244858861,0.0102705899626017,0.0102781429886818,0.0120104802772403,0.0105498088523746,0.0119795436039567,0.0108587332069874,0.00937478430569172,0.00851493608206511,0.0100877936929464,0.0106114335358143,0.0117615535855293,0.011954746209085,
