day,rain
-5113,
-5112,
-5111,
-5110,
-5109,
-5108,
-5107,
-5106,
-5105,
-5104,
-5103,
-5102,
-5101,
-5100,
-5099,
-5098,
-5097,
-5096,
-5095,
-5094,
-5093,
-5092,
-5091,
-5090,
-5089,
-5088,
-5087,
-5086,
-5085,
-5084,
-5083,
-5082,
-5081,
-5080,
-5079,
-5078,
-5077,
-5076,
-5075,
-5074,
-5073,
-5072,
-5071,
-5070,
-5069,
-5068,
-5067,
-5066,
-5065,
-5064,
-5063,
-5062,
-5061,
-5060,
-5059,
-5058,
-5057,
-5056,
-5055,
-5054,
-5053,
-5052,
-5051,
-5050,
-5049,
-5048,
-5047,
-5046,
-5045,
-5044,
-5043,
-5042,
-5041,
-5040,
-5039,
-5038,
-5037,
-5036,
-5035,
-5034,
-5033,
-5032,
-5031,
-5030,
-5029,
-5028,
-5027,
-5026,
-5025,
-5024,
-5023,
-5022,
-5021,
-5020,
-5019,
-5018,
-5017,
-5016,
-5015,
-5014,
-5013,
-5012,
-5011,
-5010,
-5009,
-5008,
-5007,
-5006,
-5005,
-5004,
-5003,
-5002,
-5001,
-5000,
-4999,
-4998,
-4997,
-4996,
-4995,
-4994,
-4993,
-4992,
-4991,
-4990,
-4989,
-4988,
-4987,
-4986,
-4985,
-4984,
-4983,
-4982,
-4981,
-4980,
-4979,
-4978,
-4977,
-4976,
-4975,
-4974,
-4973,
-4972,
-4971,
-4970,
-4969,
-4968,
-4967,
-4966,
-4965,
-4964,
-4963,
-4962,
-4961,
-4960,
-4959,
-4958,
-4957,
-4956,
-4955,
-4954,
-4953,
-4952,
-4951,
-4950,
-4949,
-4948,
-4947,
-4946,
-4945,
-4944,
-4943,
-4942,
-4941,
-4940,
-4939,
-4938,
-4937,
-4936,
-4935,
-4934,
-4933,
-4932,
-4931,
-4930,
-4929,
-4928,
-4927,
-4926,
-4925,
-4924,
-4923,
-4922,
-4921,
-4920,
-4919,
-4918,
-4917,
-4916,
-4915,
-4914,
-4913,
-4912,
-4911,
-4910,
-4909,
-4908,
-4907,
-4906,
-4905,
-4904,
-4903,
-4902,
-4901,
-4900,
-4899,
-4898,
-4897,
-4896,
-4895,
-4894,
-4893,
-4892,
-4891,
-4890,
-4889,
-4888,
-4887,
-4886,
-4885,
-4884,
-4883,
-4882,
-4881,
-4880,
-4879,
-4878,
-4877,
-4876,
-4875,
-4874,
-4873,
-4872,
-4871,
-4870,
-4869,
-4868,
-4867,
-4866,
-4865,
-4864,
-4863,
-4862,
-4861,
-4860,
-4859,
-4858,
-4857,
-4856,
-4855,
-4854,
-4853,
-4852,
-4851,
-4850,
-4849,
-4848,
-4847,
-4846,
-4845,
-4844,
-4843,
-4842,
-4841,
-4840,
-4839,
-4838,
-4837,
-4836,
-4835,
-4834,
-4833,
-4832,
-4831,
-4830,
-4829,
-4828,
-4827,
-4826,
-4825,
-4824,
-4823,
-4822,
-4821,
-4820,
-4819,
-4818,
-4817,
-4816,
-4815,
-4814,0.0
-4813,0.0
-4812,0.0
-4811,0.0
-4810,0.0
-4809,0.0
-4808,0.0
-4807,0.0
-4806,0.0
-4805,2.4
-4804,18.4
-4803,0.0
-4802,0.0
-4801,0.0
-4800,0.0
-4799,0.0
-4798,0.0
-4797,1.4
-4796,0.0
-4795,0.0
-4794,0.0
-4793,0.0
-4792,0.0
-4791,0.0
-4790,3.4
-4789,0.8
-4788,0.0
-4787,0.0
-4786,0.0
-4785,0.0
-4784,0.0
-4783,0.0
-4782,0.0
-4781,0.0
-4780,0.0
-4779,0.0
-4778,0.0
-4777,0.2
-4776,0.0
-4775,0.0
-4774,0.0
-4773,0.0
-4772,0.0
-4771,0.0
-4770,0.8
-4769,0.0
-4768,0.0
-4767,0.0
-4766,0.0
-4765,0.0
-4764,0.0
-4763,0.0
-4762,0.0
-4761,0.0
-4760,0.0
-4759,0.0
-4758,0.0
-4757,0.0
-4756,0.0
-4755,0.0
-4754,0.0
-4753,0.0
-4752,0.0
-4751,0.0
-4750,0.0
-4749,0.0
-4748,0.0
-4747,0.0
-4746,0.0
-4745,0.0
-4744,1.4
-4743,
-4742,0.0
-4741,0.0
-4740,0.0
-4739,0.0
-4738,0.0
-4737,0.0
-4736,0.0
-4735,0.0
-4734,0.0
-4733,0.0
-4732,0.0
-4731,0.8
-4730,0.0
-4729,0.0
-4728,0.0
-4727,0.0
-4726,0.0
-4725,0.0
-4724,0.0
-4723,0.0
-4722,0.0
-4721,
-4720,11.8
-4719,0.0
-4718,0.0
-4717,0.0
-4716,0.0
-4715,1.0
-4714,0.0
-4713,0.0
-4712,0.0
-4711,0.0
-4710,0.0
-4709,0.0
-4708,0.0
-4707,0.0
-4706,0.0
-4705,0.0
-4704,0.0
-4703,
-4702,0.0
-4701,0.0
-4700,0.0
-4699,0.0
-4698,0.0
-4697,0.0
-4696,0.0
-4695,0.0
-4694,0.0
-4693,
-4692,0.0
-4691,0.0
-4690,0.0
-4689,0.0
-4688,0.0
-4687,0.0
-4686,0.0
-4685,0.0
-4684,0.0
-4683,0.0
-4682,0.0
-4681,0.0
-4680,0.0
-4679,0.0
-4678,0.0
-4677,0.0
-4676,0.0
-4675,0.0
-4674,0.0
-4673,0.0
-4672,0.0
-4671,0.0
-4670,0.0
-4669,0.0
-4668,0.0
-4667,0.0
-4666,0.0
-4665,0.0
-4664,0.0
-4663,0.0
-4662,0.0
-4661,0.0
-4660,0.0
-4659,0.0
-4658,0.0
-4657,0.0
-4656,0.0
-4655,0.0
-4654,0.0
-4653,0.0
-4652,0.0
-4651,0.0
-4650,0.0
-4649,0.0
-4648,0.0
-4647,0.0
-4646,0.0
-4645,0.0
-4644,0.0
-4643,0.0
-4642,0.0
-4641,0.0
-4640,0.0
-4639,0.0
-4638,0.0
-4637,0.0
-4636,0.0
-4635,0.0
-4634,0.0
-4633,0.0
-4632,0.0
-4631,0.0
-4630,0.0
-4629,0.0
-4628,0.0
-4627,0.0
-4626,0.0
-4625,0.0
-4624,0.0
-4623,0.0
-4622,0.0
-4621,0.0
-4620,0.0
-4619,0.0
-4618,0.0
-4617,0.0
-4616,0.0
-4615,0.0
-4614,0.0
-4613,0.6
-4612,0.0
-4611,0.0
-4610,0.0
-4609,0.0
-4608,0.0
-4607,0.0
-4606,0.0
-4605,0.0
-4604,0.0
-4603,0.0
-4602,0.0
-4601,0.0
-4600,0.0
-4599,0.0
-4598,0.0
-4597,0.0
-4596,0.0
-4595,0.0
-4594,0.0
-4593,0.0
-4592,0.0
-4591,0.0
-4590,0.0
-4589,0.0
-4588,0.0
-4587,1.4
-4586,20.0
-4585,0.2
-4584,22.8
-4583,
-4582,0.0
-4581,0.0
-4580,0.0
-4579,0.0
-4578,7.4
-4577,0.0
-4576,0.0
-4575,0.8
-4574,0.6
-4573,0.0
-4572,0.0
-4571,0.0
-4570,2.4
-4569,0.0
-4568,1.2
-4567,2.2
-4566,0.4
-4565,0.2
-4564,0.2
-4563,0.2
-4562,0.0
-4561,0.2
-4560,0.0
-4559,36.8
-4558,9.0
-4557,0.4
-4556,0.0
-4555,0.6
-4554,3.6
-4553,0.0
-4552,
-4551,0.0
-4550,0.0
-4549,0.2
-4548,0.0
-4547,0.0
-4546,
-4545,0.0
-4544,0.0
-4543,0.0
-4542,0.0
-4541,0.0
-4540,0.0
-4539,0.0
-4538,0.0
-4537,0.0
-4536,0.0
-4535,0.0
-4534,0.0
-4533,0.0
-4532,2.0
-4531,0.0
-4530,0.0
-4529,0.0
-4528,0.0
-4527,0.0
-4526,0.0
-4525,0.0
-4524,
-4523,0.0
-4522,0.0
-4521,0.0
-4520,0.0
-4519,0.0
-4518,0.0
-4517,0.0
-4516,2.4
-4515,0.0
-4514,0.2
-4513,0.0
-4512,0.0
-4511,0.0
-4510,0.0
-4509,0.0
-4508,0.0
-4507,0.0
-4506,0.0
-4505,0.4
-4504,0.0
-4503,0.0
-4502,15.2
-4501,10.4
-4500,0.0
-4499,0.2
-4498,0.0
-4497,0.0
-4496,0.0
-4495,0.0
-4494,0.0
-4493,0.0
-4492,0.0
-4491,0.0
-4490,0.0
-4489,3.2
-4488,5.8
-4487,0.0
-4486,0.0
-4485,0.0
-4484,0.0
-4483,0.0
-4482,0.0
-4481,0.0
-4480,0.0
-4479,0.6
-4478,0.0
-4477,0.0
-4476,0.4
-4475,0.0
-4474,0.0
-4473,0.0
-4472,0.0
-4471,0.0
-4470,0.0
-4469,0.0
-4468,0.0
-4467,0.6
-4466,0.0
-4465,0.0
-4464,0.0
-4463,0.0
-4462,0.0
-4461,0.0
-4460,0.0
-4459,0.0
-4458,0.0
-4457,0.0
-4456,
-4455,4.0
-4454,0.0
-4453,0.0
-4452,0.0
-4451,0.0
-4450,0.0
-4449,0.0
-4448,0.0
-4447,0.0
-4446,0.0
-4445,16.6
-4444,0.0
-4443,0.0
-4442,0.0
-4441,
-4440,0.0
-4439,0.0
-4438,0.0
-4437,3.4
-4436,0.0
-4435,0.0
-4434,0.0
-4433,0.0
-4432,0.0
-4431,0.0
-4430,0.0
-4429,0.0
-4428,0.0
-4427,0.0
-4426,0.0
-4425,0.0
-4424,0.0
-4423,0.0
-4422,0.0
-4421,0.0
-4420,0.0
-4419,0.0
-4418,0.0
-4417,0.0
-4416,0.0
-4415,0.0
-4414,0.0
-4413,0.0
-4412,4.2
-4411,0.0
-4410,0.0
-4409,0.0
-4408,0.0
-4407,0.8
-4406,
-4405,0.0
-4404,0.0
-4403,0.0
-4402,0.0
-4401,0.0
-4400,0.0
-4399,0.0
-4398,0.0
-4397,0.0
-4396,0.0
-4395,0.0
-4394,0.0
-4393,0.0
-4392,0.0
-4391,0.0
-4390,0.0
-4389,0.0
-4388,0.0
-4387,0.0
-4386,0.0
-4385,0.0
-4384,0.0
-4383,0.0
-4382,0.0
-4381,
-4380,0.0
-4379,0.0
-4378,0.0
-4377,0.0
-4376,0.0
-4375,0.0
-4374,0.0
-4373,0.0
-4372,0.0
-4371,0.0
-4370,0.0
-4369,0.0
-4368,0.0
-4367,0.0
-4366,0.0
-4365,2.8
-4364,
-4363,0.2
-4362,0.0
-4361,0.0
-4360,
-4359,3.8
-4358,
-4357,0.0
-4356,3.4
-4355,0.0
-4354,0.0
-4353,0.0
-4352,0.0
-4351,0.0
-4350,0.0
-4349,0.0
-4348,
-4347,0.0
-4346,0.0
-4345,0.0
-4344,0.0
-4343,0.0
-4342,
-4341,
-4340,0.0
-4339,0.0
-4338,0.0
-4337,
-4336,0.0
-4335,0.0
-4334,0.0
-4333,0.0
-4332,0.0
-4331,0.0
-4330,0.0
-4329,0.8
-4328,0.0
-4327,4.4
-4326,0.0
-4325,0.0
-4324,0.0
-4323,0.0
-4322,0.0
-4321,0.0
-4320,0.0
-4319,0.0
-4318,0.0
-4317,0.0
-4316,0.0
-4315,0.0
-4314,0.0
-4313,0.0
-4312,0.0
-4311,0.0
-4310,0.0
