Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045,00046,00047
UTC datetime,2021-11-13T02:48:42,2021-11-13T02:48:46,2021-11-13T02:48:49,2021-11-13T02:48:53,2021-11-13T02:48:56,2021-11-13T02:48:59,2021-11-13T02:49:03,2021-11-13T02:49:06,2021-11-13T02:49:09,2021-11-13T02:49:13,2021-11-13T02:49:16,2021-11-13T02:49:19,2021-11-13T02:49:23,2021-11-13T02:49:26,2021-11-13T02:49:29,2021-11-13T02:49:33,2021-11-13T02:49:36,2021-11-13T02:49:39,2021-11-13T02:49:43,2021-11-13T02:49:46,2021-11-13T02:49:49,2021-11-13T02:49:53,2021-11-13T02:49:56,2021-11-13T02:50:00,2021-11-13T02:50:03,2021-11-13T02:50:06,2021-11-13T02:50:09,2021-11-13T02:50:13,2021-11-13T02:50:16,2021-11-13T02:50:20,2021-11-13T02:50:23,2021-11-13T02:50:26,2021-11-13T02:50:29,2021-11-13T02:50:33,2021-11-13T02:50:36,2021-11-13T02:50:39,2021-11-13T02:50:43,2021-11-13T02:50:46,2021-11-13T02:50:49,2021-11-13T02:50:53,2021-11-13T02:50:56,2021-11-13T02:50:59,2021-11-13T02:51:03,2021-11-13T02:51:06,2021-11-13T02:51:09,2021-11-13T02:51:13,2021-11-13T02:51:16,2021-11-13T02:51:19
latitude (deg. north),-32.3095767,-32.30957896666667,-32.30958066666667,-32.30958293333334,-32.30958463333334,-32.309586333333336,-32.309588600000005,-32.3095903,-32.309592,-32.30959466666667,-32.30959666666667,-32.309598666666666,-32.30960133333333,-32.309603333333335,-32.30960533333334,-32.309608000000004,-32.30961,-32.309612,-32.30961013333334,-32.309608733333334,-32.30960733333333,-32.30960546666667,-32.309604066666665,-32.3096022,-32.3096008,-32.3095994,-32.309598,-32.30959893333333,-32.309599633333335,-32.30960056666667,-32.30960126666667,-32.30960196666667,-32.30960266666666,-32.309603599999996,-32.3096043,-32.309605,-32.30960833333333,-32.30961083333333,-32.30961333333333,-32.30961666666666,-32.309619166666664,-32.309621666666665,-32.309625,-32.3096275,-32.30963,-32.3096344,-32.309637699999996,-32.309641
longitude (deg. east),115.8647213,115.86470703333333,115.86469633333334,115.86468206666667,115.86467136666667,115.86466066666667,115.8646464,115.86463570000001,115.864625,115.86460393333334,115.86458813333334,115.86457233333334,115.86455126666667,115.86453546666667,115.86451966666667,115.8644986,115.8644828,115.864467,115.8644398,115.8644194,115.864399,115.8643718,115.8643514,115.8643242,115.8643038,115.86428339999999,115.864263,115.86424819999999,115.8642371,115.8642223,115.8642112,115.8642001,115.864189,115.86417420000001,115.8641631,115.864152,115.86413493333333,115.86412213333334,115.86410933333333,115.86409226666667,115.86407946666667,115.86406666666667,115.8640496,115.8640368,115.864024,115.86401706666666,115.86401186666667,115.86400666666667

spectral units,Radiance (W m^-2 nm^-1 sr^-1)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045,00046,00047
350.0,0.000751685176510364,0.000785098935011774,0.000813928025308996,0.000786157615948468,0.000666350533720106,0.000723051023669541,0.00083709869068116,0.000845420698169619,0.000771816121414304,0.000751827785279602,0.000839545507915318,0.000935630698222667,0.000918256118893623,0.000877702899742872,0.000822213594801724,0.000738979375455529,0.000770003476645797,0.000868237460963428,0.000827488023787737,0.000763090676628053,0.000698224874213338,0.000868997478391975,0.000672118738293648,0.000827403157018125,0.00079579692101106,0.000812194833997637,0.000812228361610323,0.000783773022703826,0.000672257854603231,0.000727321312297136,0.000732418440748006,0.00082302512601018,0.00100374908652157,0.000925491738598794,0.000853055506013334,0.000897765974514186,0.000788426026701927,0.00064370350446552,0.000587265298236161,0.000706033373717219,0.000788104254752398,0.000820942979771644,0.000812555954325944,0.000926588545553386,0.000946965359617025,0.000777718087192625,0.000695103430189192,0.000765762175433338,
351.0,0.00075222400482744,0.000790097285062075,0.000809486140497029,0.000783721334300935,0.000668365275487304,0.00073954917024821,0.00084132089978084,0.000857059436384588,0.000787522876635194,0.000742641743272543,0.000856675149407238,0.000933135044761002,0.000928395893424749,0.000885519839357585,0.000825431430712342,0.000747153419069946,0.000776968779973686,0.000878948485478759,0.00084387871902436,0.000771953142248094,0.000710517051629722,0.000870703021064401,0.000676269410178065,0.000819169566966593,0.00079901289427653,0.000833014724776149,0.000817879219539464,0.000791062717325985,0.000670145964249969,0.000737016438506544,0.000718609313480556,0.000836049090139568,0.00102009763941169,0.000941014382988214,0.000861718261148781,0.000909810187295079,0.000801380898337811,0.000640971178654581,0.00058701285161078,0.000715345202479512,0.000797703862190247,0.00082030042540282,0.000824237649794668,0.000954003422521055,0.000960314238909632,0.00078304234193638,0.000712549779564142,0.000787805474828929,
352.0,0.000761738454457372,0.000801617745310068,0.000824211048893631,0.000791309750638902,0.000681776436977088,0.000753046420868486,0.000855161400977522,0.000868407601956278,0.000806004332844168,0.000746739562600851,0.000867190072312951,0.000949593028053641,0.000945106497965753,0.000906214118003845,0.000836701423395425,0.000766852172091603,0.000784848409239203,0.000898125697858632,0.000856571074109524,0.000778109184466302,0.000730877567548305,0.000888257112819701,0.000691088323947042,0.000825347437057644,0.000811324163805693,0.00085585267515853,0.000832344696391374,0.000801771355327219,0.000678924145177007,0.000759748567361385,0.00073032162617892,0.000844921160023659,0.00103334162849933,0.00095720321405679,0.000873012118972838,0.000931535148993135,0.000811800942756236,0.000653769704513252,0.000600721046794206,0.000723671750165522,0.000802116701379418,0.000835093727800995,0.000837752129882574,0.000969238812103868,0.00097879278473556,0.000793869083281606,0.000727723643649369,0.000809857447165996,
353.0,0.000779218273237348,0.000818557513412088,0.000848924450110644,0.000811256468296051,0.000699260679539293,0.000761774484999478,0.000876681238878518,0.000881690415553749,0.000816279381979257,0.000769099802710116,0.000872916774824262,0.000978518044576049,0.000959426746703684,0.000931009592022747,0.000853706675115973,0.000787969038356096,0.000795084808487445,0.000918468402232975,0.000867295078933239,0.000789444718975574,0.000748658494558185,0.00091098144184798,0.000709201267454773,0.000849597912747413,0.000829679891467094,0.00086519931210205,0.000850606535095721,0.000819548266008496,0.00069670268567279,0.000782404677011073,0.000762121169827878,0.000850990123581141,0.00104513019323349,0.000972609908785671,0.000883139029610902,0.000954208022449166,0.000820734770968556,0.000672929745633155,0.000620499718934298,0.000730774248950183,0.000811228004749864,0.000862508488353342,0.000848298368509859,0.000972248497419059,0.00100067351013422,0.000809210992883891,0.000736161251552403,0.000825783470645547,
354.0,0.000780063564889133,0.000821903813630342,0.000846480426844209,0.000822132977191359,0.000689869921188802,0.000764613156206906,0.000880030216649175,0.000895434932317585,0.00080535642337054,0.000777822511736304,0.000880507635883987,0.000979556352831423,0.000953562906943262,0.000931599352043122,0.000854679325129837,0.000791304220911115,0.00080017646541819,0.000924776599276811,0.000873455253895372,0.000802737660706043,0.000745859346352518,0.000907138455659151,0.000705759157426655,0.000856944941915572,0.000831227982416749,0.00085133989341557,0.000854257727041841,0.000838923151604831,0.000694313261192292,0.000783678027801216,0.000751977553591132,0.000849541393108666,0.00106198224239051,0.000979418633505702,0.000875078025273979,0.00095431535737589,0.000820966030005366,0.000662549224216491,0.000627066707238555,0.000725039921235293,0.000827238662168384,0.000873763870913535,0.000851992692332715,0.000980403157882392,0.00102032744325697,0.000813603634014726,0.00074139260686934,0.000836572202388197,
355.0,0.000795537838712335,0.000831672979984432,0.000858441868331283,0.000840827473439276,0.000699731230270118,0.000778475718107075,0.000886015710420907,0.000906503119040281,0.000827021547593176,0.000784973613917828,0.000893280957825482,0.000983021105639637,0.000973912770859897,0.000940522062592208,0.000874460325576365,0.00080408644862473,0.000812763755675405,0.000935378309804946,0.000884554232470691,0.000820990127976984,0.000757075846195221,0.000919728248845786,0.00072070793248713,0.000867233553435653,0.000838530191686004,0.000878951395861804,0.000868948118295521,0.00085127167403698,0.000709012208972126,0.000786413031164557,0.000761155213695019,0.000876123609486967,0.00107313063926995,0.000997616327367723,0.000895164848770946,0.000963380094617605,0.000836353457998484,0.00067202077480033,0.000644379528239369,0.000734054308850318,0.000838243751786649,0.000877092301379889,0.000871221825946122,0.000996960676275194,0.00102314911782742,0.000827602983918041,0.000748311926145107,0.00085481588030234,
356.0,0.000805635005235672,0.000842662935610861,0.000860170344822109,0.000847462855745107,0.000704513513483107,0.000785068550612777,0.000889935297891498,0.000914853299036622,0.000840752327349037,0.000792093051131815,0.00090465322136879,0.000987315084785223,0.000983082456514239,0.000949576438870281,0.000881823769304901,0.000812018639408052,0.00082294485764578,0.000938680663239211,0.00088632560800761,0.00082392682088539,0.000762705516535789,0.000929840723983943,0.000731184787582606,0.00086834083776921,0.000847065472044051,0.000887341622728854,0.000883418368175626,0.000855557387694716,0.000720464391633868,0.000782161834649742,0.000763887830544263,0.000891070172656327,0.00107669516000897,0.00101130979601294,0.00091115350369364,0.000970978522673249,0.000846163602545857,0.000683359045069665,0.000652515969704837,0.000742354721296579,0.000847315008286387,0.000884803768713027,0.00088130246149376,0.00100227619986981,0.00102113524917513,0.000835526559967548,0.000748980673961341,0.000856398139148951,
357.0,0.000806798983830959,0.00085490953642875,0.000856641971040517,0.000844117370434105,0.000703151628840715,0.000785347539931536,0.00089532375568524,0.000922303821425885,0.00083707767771557,0.000804699026048183,0.000912076095119119,0.000995562179014087,0.0009804368019104,0.000957127951551229,0.000876251433510333,0.000816219777334481,0.000829976168461144,0.000942840764764696,0.000885903427843004,0.000818544591311365,0.000760936993174255,0.000935802177991718,0.000732738466467708,0.000868458941113204,0.00085827469592914,0.000871483527589589,0.00089243333786726,0.000860337633639574,0.000723805802408606,0.000781316950451583,0.00076056329999119,0.000884664128534496,0.001082569709979,0.00102014397270977,0.000915822573006153,0.000978566356934607,0.000847428513225168,0.000690527551341802,0.000651087437290698,0.000748765480238944,0.000860075524542481,0.000899413076695055,0.000881860672961921,0.00100155989639461,0.0010296335676685,0.000836944265756756,0.000750458857510239,0.000846088223624974,
358.0,0.000823096663225442,0.000878309481777251,0.000896989193279296,0.000863983179442585,0.000732596614398062,0.000808392185717821,0.000918982841540128,0.000932549242861569,0.000858657353091985,0.000833699363283813,0.000920003629289567,0.00102094653993845,0.00102141837123781,0.000975703005678952,0.000903481326531619,0.000842161127366126,0.000847541843540967,0.00098301493562758,0.000918720616027713,0.000846887938678265,0.000779541442170739,0.000965734187047929,0.000752461317460984,0.000903481733985245,0.000884561217390001,0.000911750888917595,0.000904180284123868,0.000883510219864547,0.000741425028536469,0.00082014495274052,0.000795055937487632,0.000895207980647683,0.00111251743510365,0.00104762951377779,0.000944072788115591,0.00100786844268441,0.000865443143993616,0.000712205946911126,0.000669235247187316,0.0007756442646496,0.000882429827470332,0.000911041046492755,0.000908463203813881,0.00103276816662401,0.00106254452839494,0.000855027930811048,0.00077899283496663,0.000868127623107284,
359.0,0.000848128576762974,0.000880687381140888,0.000910244300030172,0.000875189958605915,0.000736592162866145,0.00081799557665363,0.000934361480176449,0.000948141969274729,0.000878460705280304,0.000846463197376579,0.000935627962462604,0.00103983795270324,0.0010355879785493,0.000986579456366599,0.000920518999919295,0.000856812635902315,0.000860131345689297,0.00100044638384134,0.00093163171550259,0.000863636028952897,0.000796003616414964,0.000981939258053899,0.000756640976760536,0.000922613253351301,0.000899150967597961,0.000936621392611414,0.00092651107115671,0.000897555670235306,0.000746541540138423,0.000831368612125516,0.000808031298220158,0.00091181875905022,0.00113015063107014,0.00105783506296575,0.000953023205511272,0.00101929844822735,0.000882437045220286,0.000721551070455462,0.000675690826028585,0.000782811548560858,0.000896027428098023,0.000926349719520658,0.000920645077712834,0.00105013337451965,0.00107892451342195,0.000868097238708287,0.000793092651292682,0.000884768553078175,
