Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038
UTC datetime,2021-11-13T03:16:09,2021-11-13T03:16:12,2021-11-13T03:16:15,2021-11-13T03:16:19,2021-11-13T03:16:22,2021-11-13T03:16:25,2021-11-13T03:16:29,2021-11-13T03:16:32,2021-11-13T03:16:35,2021-11-13T03:16:39,2021-11-13T03:16:42,2021-11-13T03:16:45,2021-11-13T03:16:49,2021-11-13T03:16:52,2021-11-13T03:16:55,2021-11-13T03:16:59,2021-11-13T03:17:02,2021-11-13T03:17:05,2021-11-13T03:17:09,2021-11-13T03:17:12,2021-11-13T03:17:15,2021-11-13T03:17:19,2021-11-13T03:17:22,2021-11-13T03:17:25,2021-11-13T03:17:29,2021-11-13T03:17:32,2021-11-13T03:17:35,2021-11-13T03:17:38,2021-11-13T03:17:48,2021-11-13T03:17:51,2021-11-13T03:17:55,2021-11-13T03:17:58,2021-11-13T03:18:01,2021-11-13T03:18:05,2021-11-13T03:18:08,2021-11-13T03:18:12,2021-11-13T03:18:15,2021-11-13T03:18:18,2021-11-13T03:18:21
latitude (deg. north),-32.309807,-32.3098088,-32.3098106,-32.309813,-32.3098148,-32.3098166,-32.309819,-32.3098208,-32.3098226,-32.309825,-32.3098269,-32.3098288,-32.30983133333333,-32.30983323333333,-32.30983513333333,-32.30983766666667,-32.30983956666667,-32.30984146666666,-32.309844,-32.3098458,-32.3098476,-32.30985,-32.3098518,-32.309853600000004,-32.309856,-32.3098578,-32.3098596,-32.3098614,-32.3098608,-32.3098604,-32.30985986666667,-32.309859466666666,-32.30985906666667,-32.30985853333333,-32.30985813333333,-32.3098603,-32.309862599999995,-32.3098649,-32.3098672
longitude (deg. east),115.864831,115.86481289999999,115.8647948,115.86477066666666,115.86475256666667,115.86473446666666,115.86471033333333,115.86469223333333,115.86467413333332,115.86465,115.8646294,115.8646088,115.86458133333333,115.86456073333333,115.86454013333334,115.86451266666667,115.86449206666667,115.86447146666667,115.864444,115.86442170000001,115.86439940000001,115.86436966666668,115.86434736666666,115.86432506666667,115.86429533333333,115.86427303333333,115.86425073333334,115.86422843333334,115.8641838,115.8641714,115.86415486666667,115.86414246666666,115.86413006666666,115.86411353333334,115.86410113333334,115.8640882,115.8640794,115.8640706,115.8640618

spectral units,Radiance (W m^-2 nm^-1 sr^-1)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038
350.0,0.000879506813362241,0.00087224756134674,0.00097491085762158,0.000982805271632969,0.000804920447990298,0.000954860588535666,0.000859491934534162,0.000891218718606979,0.000844884430989623,0.000905474706087261,0.000969640794210136,0.000930983864236623,0.000878481019753963,0.000839552725665271,0.000842199835460633,0.000848631607368588,0.000786787597462535,0.000716650392860174,0.000752319640014321,0.000766330806072801,0.000902418745681643,0.000725282181520015,0.000789154029916972,0.000734681787434965,0.000778110639657825,0.000824001617729664,0.000806652300525457,0.000773484818637371,0.000721216492820531,0.000773021427448839,0.00070379622047767,0.000706102873664349,0.000693238631356508,0.000831662677228451,0.000893855991307646,0.000736856018193066,0.00091192644322291,0.000823969079647213,0.000838309701066464,
351.0,0.000882545078638941,0.000878798076882958,0.000982502475380898,0.00100274058058858,0.000827075447887182,0.000961070065386593,0.00086558231851086,0.000892650336027145,0.000846100854687393,0.000921700731851161,0.000971577654127032,0.00094716961029917,0.000882643857039511,0.000846256094519049,0.000850726151838899,0.000858071085531265,0.00080153823364526,0.000728247337974608,0.000750022300053388,0.00077149283606559,0.00091268983669579,0.000730251427739859,0.000792451435700059,0.000743189710192382,0.000786381424404681,0.000826626317575574,0.000821278954390436,0.000787592492997646,0.000728181563317776,0.000788895122241229,0.000704036792740226,0.000705197337083519,0.000710181018803269,0.000839233165606856,0.00089337961981073,0.000726015248801559,0.000930161913856864,0.000832277815788984,0.000836961320601404,
352.0,0.000903663982171565,0.000897540769074112,0.000994828180409968,0.00102671526838094,0.000850156939122826,0.000980221200734377,0.000880232721101493,0.000908380432520062,0.000854320067446679,0.000940911821089685,0.000986383529379964,0.000966529769357294,0.000894155586138368,0.000865959271322936,0.00086463987827301,0.000864407455082983,0.000820551649667323,0.000744640361517668,0.000764703378081322,0.00078870658762753,0.00092913763364777,0.000742697680834681,0.000804140989203006,0.00075932772597298,0.000797199783846736,0.000828121439553797,0.000834555714391172,0.000815221632365137,0.000746201898436993,0.00081048853462562,0.000714905094355345,0.000721020216587931,0.000725059420801699,0.000858880637679249,0.000904979184269905,0.000723575009033084,0.000942750019021332,0.000856595812365413,0.000847803486976773,
353.0,0.0009343774872832,0.000920046819373965,0.00101056811399758,0.00104787549935281,0.000866176502313465,0.00100227212533355,0.00089963898062706,0.000930960348341614,0.000871651340276003,0.000958055374212563,0.00101443263702095,0.000985275255516171,0.000913760566618294,0.000889828894287348,0.000879875209648162,0.000868096249178052,0.000831516808830202,0.000758623238652945,0.000788133591413498,0.000810461759101599,0.000946621759794652,0.000759594666305929,0.000820608926005661,0.000775242573581636,0.000808730139397085,0.000838912208564579,0.000847684568725526,0.000835746992379427,0.000769919774029404,0.000826331845019013,0.000730318657588214,0.000745109573472291,0.000735872716177255,0.000881477084476501,0.000925507047213614,0.000736417307052761,0.000954791845288128,0.00087910273578018,0.000870005635078996,
354.0,0.000942085578572005,0.000909375725314021,0.00101137836463749,0.00105493934825063,0.000877958780620247,0.00100422650575638,0.000906760455109179,0.000930969545152038,0.000881333486177027,0.000970199704170227,0.00102209451142699,0.000997401541098952,0.000920466147363186,0.000888217182364315,0.000882074469700456,0.00086812669178471,0.000827102456241846,0.000756588822696358,0.000786246673669666,0.00080788298510015,0.000952888221945614,0.000765751581639051,0.000815254868939519,0.000775215041358024,0.000802524038590491,0.000858749379403889,0.000864034343976527,0.000829801603686064,0.000771833525504917,0.000826477247755975,0.00072539784014225,0.000737656082492322,0.000745036057196558,0.000878674327395856,0.000929097295738757,0.000746113364584744,0.000971850589849055,0.000870530609972775,0.000873746117576957,
355.0,0.000944985484238714,0.000925654545426369,0.00103961420245469,0.00106220343150198,0.000888835114892572,0.00101555977016687,0.000925336498767138,0.000945762672927231,0.0008862026152201,0.000981717370450497,0.00103773537557572,0.00100879312958568,0.000926058099139482,0.000883368717040867,0.000892067851964384,0.000890154798980802,0.000846089445985854,0.000768057303503156,0.00079624232603237,0.000816718558780849,0.000958881806582212,0.000782671209890395,0.000836422084830701,0.000798456079792231,0.000816720013972372,0.000873359094839543,0.000865181849803776,0.000845214060973376,0.000782444258220494,0.000837810803204775,0.000743856653571129,0.000746797770261765,0.000757013563998044,0.000889468006789684,0.000949569046497345,0.000760090770199895,0.000980463228188455,0.000891088217031211,0.000887733360286802,
356.0,0.000947551336139441,0.0009328494197689,0.00105212489143014,0.00106922059785575,0.000888569047674537,0.00102471269201487,0.000929226633161306,0.000956988136749715,0.000888693903107196,0.000984906801022589,0.00103980768471956,0.00101415882818401,0.000929256901144981,0.000889034534338862,0.000904183660168201,0.000907040492165834,0.00085880106780678,0.000772155006416142,0.000806709052994847,0.000820168876089156,0.000965697516221553,0.000782865332439542,0.000845863076392561,0.000811076548416168,0.000832461868412793,0.000874930527061224,0.000868099392391741,0.000855881371535361,0.000786630669608712,0.000847378105390817,0.000761765986680985,0.000759737507905811,0.000757397036068141,0.000902217521797866,0.000963164784479886,0.000765943492297083,0.00098851858638227,0.000899902544915676,0.000895938836038113,
357.0,0.00095509085804224,0.000925690401345491,0.00104578374885023,0.00107765872962773,0.000886855181306601,0.00103100098203868,0.00092266674619168,0.000961219076998532,0.000897663179785013,0.000988454441539943,0.00103266630321741,0.00102076353505254,0.000939369550906122,0.000910019094590098,0.000917272584047168,0.000912572315428406,0.000860283500514925,0.000773697975091636,0.000817792199086398,0.000821193330921233,0.000977015122771263,0.000773559149820358,0.000837780011352152,0.000810730562079698,0.000843107933178544,0.00087433255976066,0.000885045272298157,0.000857781793456525,0.000787794124335051,0.00085412198677659,0.000767793564591557,0.000770972343161702,0.000754416279960424,0.000912049668841064,0.000965376384556293,0.000768436293583363,0.000998313189484179,0.000894010881893337,0.000897240010090172,
358.0,0.000975436298176646,0.000950355199165642,0.00107793917413801,0.00109423988033086,0.000918266596272588,0.00105299346614629,0.000952882575802505,0.000981429009698331,0.000928649795241654,0.00102153036277741,0.00105838861782104,0.00105174130294472,0.000978999654762447,0.000941397272981703,0.000939706340432167,0.000933948089368641,0.00088578014401719,0.000814931758213788,0.000850306823849678,0.000853630190249532,0.0010009192628786,0.000809551391284913,0.000858326267916709,0.000843408750370145,0.000865804147906601,0.000902465719264001,0.000916243414394557,0.00088456564117223,0.000817622058093548,0.000877307262271643,0.000776833796408027,0.000793153129052371,0.000785237702075392,0.000930194742977619,0.000983632635325193,0.000794879626482725,0.00100264570210129,0.000930657261051238,0.000914994394406676,
359.0,0.000986898900009692,0.0009689821745269,0.00109668984077871,0.001119046472013,0.000935868010856211,0.00106969999615103,0.000972168636508286,0.000998415169306099,0.00094075471861288,0.00104030908551067,0.00108302803710103,0.0010615976061672,0.000982769066467881,0.000958285352680832,0.000949878711253405,0.000941100297495723,0.000898618309292942,0.000832530611660331,0.000860209052916616,0.000867231690790504,0.00102011300623417,0.000828628893941641,0.000869958312250674,0.000853083387482911,0.000882408116012812,0.000921611208468676,0.000925851694773883,0.000891227915417403,0.000829581520520151,0.000886310706846416,0.000787773227784783,0.000801548245362937,0.000802292372100055,0.000933647097554058,0.00100792269222438,0.000807092525064945,0.00102069647982717,0.000944584724493325,0.000935175106860697,
