Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045,00046,00047,00048,00049,00050
UTC datetime,2021-11-13T02:40:21,2021-11-13T02:40:27,2021-11-13T02:40:31,2021-11-13T02:40:34,2021-11-13T02:40:37,2021-11-13T02:40:41,2021-11-13T02:40:44,2021-11-13T02:40:47,2021-11-13T02:40:50,2021-11-13T02:40:54,2021-11-13T02:40:57,2021-11-13T02:41:00,2021-11-13T02:41:03,2021-11-13T02:41:07,2021-11-13T02:41:10,2021-11-13T02:41:13,2021-11-13T02:41:16,2021-11-13T02:41:20,2021-11-13T02:41:23,2021-11-13T02:41:26,2021-11-13T02:41:30,2021-11-13T02:41:33,2021-11-13T02:41:36,2021-11-13T02:41:39,2021-11-13T02:41:43,2021-11-13T02:41:46,2021-11-13T02:41:49,2021-11-13T02:41:52,2021-11-13T02:41:56,2021-11-13T02:41:59,2021-11-13T02:42:03,2021-11-13T02:42:06,2021-11-13T02:42:09,2021-11-13T02:42:12,2021-11-13T02:42:16,2021-11-13T02:42:19,2021-11-13T02:42:22,2021-11-13T02:42:26,2021-11-13T02:42:29,2021-11-13T02:42:32,2021-11-13T02:42:35,2021-11-13T02:42:39,2021-11-13T02:42:42,2021-11-13T02:42:45,2021-11-13T02:42:49,2021-11-13T02:42:52,2021-11-13T02:42:55,2021-11-13T02:42:59,2021-11-13T02:43:02,2021-11-13T02:43:05,2021-11-13T02:43:09
latitude (deg. north),-32.3094052,-32.3094048,-32.309404533333336,-32.30940433333333,-32.30940413333333,-32.30940433333333,-32.30940483333333,-32.30940533333334,-32.30940583333334,-32.3094065,-32.309407,-32.3094075,-32.309408000000005,-32.30940866666667,-32.30940976666667,-32.30941206666667,-32.309414366666665,-32.30941743333334,-32.309419733333336,-32.309422033333334,-32.3094251,-32.309427400000004,-32.3094297,-32.309432,-32.309432666666666,-32.309433166666665,-32.30943366666667,-32.30943416666667,-32.309434833333334,-32.30943533333333,-32.309436000000005,-32.309436500000004,-32.309437,-32.3094376,-32.309438400000005,-32.309439000000005,-32.309439600000005,-32.3094404,-32.309441,-32.3094416,-32.3094422,-32.309443,-32.3094457,-32.3094484,-32.309452,-32.3094547,-32.3094574,-32.309461,-32.309463699999995,-32.3094664,-32.30947
longitude (deg. east),115.864699,115.864679,115.86466566666667,115.86465566666666,115.86464566666666,115.8646302,115.864617,115.8646038,115.8645906,115.86457300000001,115.8645598,115.8645466,115.8645334,115.8645158,115.86450260000001,115.8644894,115.8644762,115.8644586,115.8644454,115.8644322,115.8644146,115.86440139999999,115.8643882,115.864375,115.86435326666667,115.86433696666666,115.86432066666666,115.86430436666666,115.86428263333333,115.86426633333333,115.86424459999999,115.8642283,115.864212,115.8641998,115.86418353333333,115.86417133333333,115.86415913333333,115.86414286666667,115.86413066666667,115.86411846666667,115.86410626666667,115.86409,115.8640725,115.86405500000001,115.86403166666668,115.86401416666668,115.86399666666667,115.86397333333333,115.86395583333334,115.86393833333334,115.863915

spectral units,Radiance (W m^-2 nm^-1 sr^-1)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045,00046,00047,00048,00049,00050
350.0,0.000662658829241991,0.000690236571244895,0.000721412419807166,0.000665008556097746,0.000702448771335185,0.000727190403267741,0.000718390801921487,0.000536489707883447,0.000668829947244376,0.000678836717270315,0.000731154868844897,0.000701739802025259,0.00071279623080045,0.000799896370153874,0.00081233459059149,0.000710447027813643,0.000707501953002065,0.000733496330212802,0.000604070955887437,0.000731230713427067,0.000648621236905456,0.000640454527456313,0.000724504352547228,0.000746947771403939,0.000811730220448226,0.000795749656390399,0.00087477418128401,0.000813095713965595,0.00082419061800465,0.000962406978942454,0.000765894597861916,0.000737365044187754,0.000647219538222998,0.000671741960104555,0.000684616563376039,0.000620742386672646,0.000521358044352382,0.000626042776275426,0.0006225147517398,0.00066400453215465,0.00066400010837242,0.000770433398429304,0.000691857771016657,0.000762884737923741,0.000702057965099812,0.000596850179135799,0.000548362673725933,0.000631128321401775,0.000667103100568056,0.000764541968237609,0.000782071612775326,
351.0,0.000664008257444948,0.000693075300659984,0.000743068056181073,0.000666454201564193,0.000712103152181953,0.000730759464204311,0.000721942633390427,0.00053360394667834,0.000674850831273943,0.000674219336360693,0.000726993370335549,0.000697508512530476,0.000708123727235943,0.000807025993708521,0.000819685228634626,0.000710278458427638,0.00072003249078989,0.000739458249881864,0.000602647720370442,0.000734524917788804,0.000665661180391908,0.000645218940917403,0.000734055647626519,0.000757145520765334,0.000817173102404922,0.000793882878497243,0.000888706999830902,0.000825492665171623,0.000833771307952702,0.000968328211456537,0.000765922828577459,0.000747243640944362,0.000662979320622981,0.000671935849823058,0.000686940504238009,0.000614597753155977,0.000515333900693804,0.000636246055364609,0.000621924293227494,0.000672324502374977,0.000664775026962161,0.000782003568019718,0.000702989869751036,0.000774041342083365,0.000710694002918899,0.000598240119870752,0.000558762811124325,0.000635470496490598,0.000672483060043305,0.000764581083785743,0.000792124774307013,
352.0,0.000678647658787668,0.000701330078300089,0.0007539241341874,0.000679734745062888,0.000724713609088212,0.000743790704291314,0.000733876717276871,0.000548489158973098,0.000689100357703865,0.000685157370753586,0.000743845070246607,0.000703769852407277,0.000717157265171409,0.00082200177712366,0.000838991429191083,0.00072912679752335,0.000740186253096908,0.000750190170947462,0.000607028079684824,0.000748778984416276,0.00067851907806471,0.00065859331516549,0.000756348774302751,0.000769006845075637,0.000822001951746643,0.0008055858197622,0.000907939451280981,0.00085368740838021,0.000840387947391719,0.000973514281213284,0.000770607904996723,0.00076619751052931,0.000678586831782013,0.000687505817040801,0.000705437792930752,0.00061953446129337,0.000526448886375874,0.00064542779000476,0.000623873202130198,0.000685021281242371,0.000684791011735797,0.000797192566096783,0.000710802793037146,0.000787544704508036,0.000725084915757179,0.000611338182352483,0.000566419505048543,0.000653527327813208,0.000689134874846786,0.000774593558162451,0.000801073852926493,
353.0,0.000696666247677058,0.000713646877557039,0.000754325883463025,0.000699828437063843,0.000734308268874884,0.000763630028814077,0.000754048174712807,0.000570254924241453,0.000703691155649722,0.000703625380992889,0.000769637001212686,0.000720815733075142,0.000739385257475078,0.000840225489810109,0.000859274761751294,0.000753493397496641,0.000756576366256922,0.000759920629207045,0.00061770569300279,0.000769271864555776,0.000684622791595757,0.000673433009069413,0.000777190551161766,0.000782382674515247,0.000834390113595873,0.000828473537694663,0.000927488610614091,0.000880449370015413,0.00084980163956061,0.00098849693313241,0.000784375530201942,0.000781916489358991,0.000687180843669921,0.000711271946784109,0.000725677120499313,0.000638310855720192,0.00054334249580279,0.000652195769362152,0.000635639938991517,0.00069876026827842,0.000710418098606169,0.000810035387985408,0.000714274414349347,0.000799197936430573,0.000735766254365444,0.000626479275524616,0.000566302915103734,0.000674626906402409,0.000709266518242657,0.000795496802311391,0.000808681768830866,
354.0,0.000691747001837939,0.00072030263254419,0.000762709008995444,0.000699419411830604,0.00073193630669266,0.00076437194366008,0.000771466351579875,0.000566141330637038,0.000698205432854593,0.000699283147696406,0.000764862459618598,0.000726342725101858,0.000746253994293511,0.000840855878777802,0.000855661521200091,0.000746051082387567,0.000756272056605667,0.000758813112042844,0.000615801953244954,0.000769307487644255,0.000701507087796927,0.000671655114274472,0.000765410659369081,0.000790449557825923,0.00085507205221802,0.00083897152217105,0.00093535304768011,0.00086376303806901,0.000864184519741684,0.00100546143949032,0.000795135681983083,0.000774103100411594,0.000684848986566067,0.000709224550519139,0.000719496107194573,0.000650541624054313,0.00053273665253073,0.000659014680422843,0.000646541942842305,0.00070168572710827,0.000693870708346367,0.00080741464626044,0.000708557199686766,0.000797674816567451,0.000722965516615659,0.000614127784501761,0.000565441558137536,0.000672714144457132,0.000713869754690677,0.00080417311983183,0.00080990616697818,
355.0,0.000700221105944365,0.000731940090190619,0.000777222856413573,0.000711656466592103,0.000742491218261421,0.00077296543167904,0.000777252367697656,0.000574996054638177,0.00071041495539248,0.000707899103872478,0.000775288674049079,0.000737014343030751,0.000763760588597506,0.000854578160215169,0.000864696048665792,0.00075884279794991,0.000781574402935803,0.000772170489653945,0.000639139325357974,0.000776271393988281,0.000713968009222299,0.000684831931721419,0.000784124655183405,0.000804573064669967,0.000857016711961478,0.000844982801936567,0.000948520028032362,0.00087253242963925,0.000878252438269556,0.00101454742252827,0.00080985709792003,0.000787145458161831,0.000691021617967635,0.000720386335160583,0.000737990951165557,0.00066210690420121,0.00055793666979298,0.00067199784098193,0.000658607634250075,0.000702536606695503,0.000708824605681002,0.000817453430499882,0.000721625343430787,0.000816379149910063,0.000745150842703879,0.00063742243219167,0.00058163155335933,0.000685296137817204,0.000724767276551574,0.000814253813587129,0.000832889578305185,
356.0,0.000710608437657356,0.000735651177819818,0.000788548029959202,0.000714833382517099,0.000756076420657337,0.000776781409513205,0.000772439758293331,0.000582640350330621,0.000723047414794564,0.000714367080945522,0.000785304117016494,0.00074941135244444,0.000767510791774839,0.00086311879567802,0.000874025281518698,0.000775447289925069,0.000790505204349756,0.000780536036472768,0.000646095781121403,0.000781761773396283,0.000710548076312989,0.000689147040247917,0.00078920490341261,0.00080580817302689,0.000856593658681959,0.000853156205266714,0.000956988544203341,0.000882052874658257,0.000881440646480769,0.00101972953416407,0.000812020327430218,0.000796515145339072,0.000697208801284432,0.000720709154848009,0.000744866789318621,0.000662984908558428,0.00056763191241771,0.000676183961331844,0.000662875710986555,0.000710306456312537,0.000722420867532492,0.000824218615889549,0.000732667045667768,0.000828384596388787,0.00075842667138204,0.000655870535410941,0.000589211413171142,0.000693620357196778,0.000725396152120084,0.000820779416244477,0.000844845722895116,
357.0,0.000716998125426471,0.000735841633286327,0.000797442917246372,0.000710489810444415,0.000768134428653866,0.000779187073931098,0.000775039370637387,0.000588895985856652,0.000730073894374073,0.000718399009201676,0.000790365156717598,0.000762166222557426,0.000759624526835978,0.000864721601828933,0.00088196067372337,0.000786494580097497,0.000781050825025886,0.000783890776801854,0.00063484616111964,0.000787335506174713,0.000701347016729414,0.000686064769979566,0.000776523782406002,0.000801980611868203,0.000869681884068996,0.000867985305376351,0.000964490929618478,0.000885578978341073,0.000880889943800867,0.00102926616091281,0.00080757262185216,0.000797011598479003,0.000705918995663524,0.000715251604560763,0.000735800596885383,0.000657759432215244,0.000552392681129277,0.00067663675872609,0.000662936363369226,0.00072556862141937,0.000723802193533629,0.00082763412501663,0.000737191701773554,0.000830526230856776,0.000754127686377615,0.00065613369224593,0.000586538633797318,0.000697306706570089,0.000722422322724015,0.000827373238280416,0.000841793662402779,
358.0,0.000727929931599647,0.00076050270581618,0.000817923923023045,0.000735662935767323,0.000786234100814909,0.000807952252216637,0.000819505250547081,0.000617797719314694,0.000747651793062687,0.000744757824577391,0.000808530952781439,0.000779288820922375,0.000780778005719185,0.000884889799635857,0.000907100853510201,0.000802055466920137,0.000811277015600353,0.000812010781373829,0.00066248542862013,0.000811465899460018,0.000720677373465151,0.000715006666723639,0.000805828836746514,0.000836237682960927,0.000903462350834161,0.000891027681063861,0.000994673348031938,0.000912519521079957,0.000904944492504001,0.00105361500754952,0.000832020537927747,0.000817376072518528,0.000736627902369946,0.000752182677388191,0.000757783651351929,0.000670148467179388,0.000570315169170499,0.000704685342498124,0.000678295036777854,0.000739002774935216,0.000744971795938909,0.000853222387377173,0.000757968344260007,0.000857170321978629,0.000781446404289454,0.000673735223244876,0.000607241119723767,0.00072598154656589,0.000754969951231033,0.000850037904456258,0.000863407272845507,
359.0,0.000737761612981558,0.00077639298979193,0.00082560139708221,0.000752253108657897,0.000793739687651396,0.000817806576378644,0.000827348150778562,0.000624718843027949,0.000753066502511501,0.000757766771130264,0.000815520354080945,0.000782888208050281,0.000798397930338979,0.000909262103959918,0.000929299974814057,0.000807909003924578,0.000825067283585668,0.000829581578727812,0.000671299640089273,0.000818979053292423,0.000732858781702816,0.00072413549060002,0.000825258786790073,0.000843809626530856,0.000920385005883873,0.0009033412206918,0.00100369926076382,0.000934928597416729,0.000924813328310847,0.00106464070267975,0.000857239065226167,0.000834838254377246,0.000737027090508491,0.000765126955229789,0.000768714700825512,0.000685094215441495,0.000586524198297411,0.000704900536220521,0.000673610484227538,0.000746317091397941,0.000746865931432694,0.000872746983077377,0.000766606593970209,0.000870499003212899,0.000789054785855114,0.000681222940329462,0.000618741672951728,0.000733034044969827,0.000771084625739604,0.000854658603202552,0.000868697068654001,
