Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045
UTC datetime,2021-11-13T02:57:17,2021-11-13T02:57:24,2021-11-13T02:57:27,2021-11-13T02:57:30,2021-11-13T02:57:33,2021-11-13T02:57:36,2021-11-13T02:57:40,2021-11-13T02:57:43,2021-11-13T02:57:46,2021-11-13T02:57:50,2021-11-13T02:57:53,2021-11-13T02:57:56,2021-11-13T02:58:00,2021-11-13T02:58:03,2021-11-13T02:58:06,2021-11-13T02:58:09,2021-11-13T02:58:13,2021-11-13T02:58:16,2021-11-13T02:58:19,2021-11-13T02:58:23,2021-11-13T02:58:26,2021-11-13T02:58:29,2021-11-13T02:58:33,2021-11-13T02:58:36,2021-11-13T02:58:39,2021-11-13T02:58:42,2021-11-13T02:58:46,2021-11-13T02:58:49,2021-11-13T02:58:52,2021-11-13T02:58:56,2021-11-13T02:58:59,2021-11-13T02:59:02,2021-11-13T02:59:06,2021-11-13T02:59:09,2021-11-13T02:59:12,2021-11-13T02:59:15,2021-11-13T02:59:19,2021-11-13T02:59:22,2021-11-13T02:59:26,2021-11-13T02:59:29,2021-11-13T02:59:32,2021-11-13T02:59:36,2021-11-13T02:59:39,2021-11-13T02:59:42,2021-11-13T02:59:45,2021-11-13T02:59:49
latitude (deg. north),-32.30975513333333,-32.3097535,-32.3097528,-32.3097521,-32.3097514,-32.3097507,-32.30975013333333,-32.309750533333336,-32.30975093333333,-32.30975146666667,-32.309751866666666,-32.30975226666666,-32.3097528,-32.309753199999996,-32.3097536,-32.309754,-32.3097564,-32.3097582,-32.30976,-32.3097624,-32.309764200000004,-32.309766,-32.3097684,-32.3097702,-32.309772,-32.309772800000005,-32.30977386666667,-32.30977466666667,-32.30977546666667,-32.309776533333334,-32.30977733333334,-32.30977813333334,-32.3097792,-32.30978,-32.3097812,-32.3097824,-32.309784,-32.3097852,-32.309786800000005,-32.309788000000005,-32.309789200000004,-32.3097908,-32.309792,-32.309790400000004,-32.3097888,-32.30978666666667
longitude (deg. east),115.86478593333334,115.864757,115.8647446,115.86473219999999,115.8647198,115.8647074,115.8646899,115.8646746,115.8646593,115.8646389,115.8646236,115.8646083,115.8645879,115.8645726,115.8645573,115.864542,115.86452093333334,115.86450513333334,115.86448933333334,115.86446826666666,115.86445246666666,115.86443666666666,115.8644156,115.8643998,115.864384,115.8643649,115.86433943333333,115.86432033333334,115.86430123333334,115.86427576666667,115.86425666666666,115.86423756666667,115.8642121,115.864193,115.86417660000001,115.8641602,115.86413833333333,115.86412193333334,115.86410006666667,115.86408366666667,115.86406726666667,115.86404540000001,115.864029,115.8640266,115.8640242,115.86402100000001

spectral units,Radiance (W m^-2 nm^-1 sr^-1)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045
350.0,0.000909597438294441,0.000701017328538001,0.000831318087875843,0.0007483268273063,0.000877516460604966,0.000823978334665298,0.000722943746950477,0.0008213403634727,0.000904227315913886,0.000896586629096419,0.000777446082793176,0.000714760681148618,0.000695814786013216,0.000734457222279161,0.000938002951443195,0.000892107316758484,0.000799087923951447,0.000446871854364872,0.000674850831273943,0.000637901772279292,0.000775111140683293,0.00073217402677983,0.000831012381240726,0.000719449773896486,0.000764632306527346,0.0006723030237481,0.000949105189647526,0.000809685152489692,0.00100795470643789,0.000793331360910088,0.000884801847860217,0.000919239828363061,0.000867983268108219,0.000897050427738577,0.000808783865068108,0.000810143945273012,0.00078022456727922,0.000823642418254167,0.000775365740992129,0.000878058490343392,0.000748349295463413,0.00077616103226319,0.000818575557786971,0.000806999974884093,0.000831463898066431,0.000778988469392061,
351.0,0.000907757552340627,0.000707394618075341,0.000827706244308501,0.000760506896767765,0.000887128931935877,0.000827960495371372,0.000736119225621223,0.000824385148007423,0.000918569567147642,0.00089900492457673,0.000790570164099336,0.000717691786121577,0.000715064350515604,0.000744751596357673,0.000948469736613333,0.000887694885022938,0.000797277956735343,0.000435428926721215,0.000660989549942315,0.000641819089651108,0.000781520968303084,0.000729501596651971,0.000848605763167143,0.000726771773770452,0.000767559860832989,0.000675919698551297,0.000966173363849521,0.000817978347185999,0.00100896798539907,0.000805923948064446,0.000887502159457654,0.000931162270717323,0.000873894547112286,0.000910800357814878,0.000816147134173661,0.000820069573819637,0.000803947041276842,0.000831476063467562,0.000779232825152576,0.000879955652635545,0.000740168790798634,0.000774990243371576,0.000814261031337082,0.000815243809483945,0.000841179280541837,0.000773158564697951,
352.0,0.000929789966903627,0.000718911236617714,0.000840354303363711,0.000775823835283518,0.000894292141310871,0.000841845641843975,0.000749233469832689,0.000834919628687203,0.000936710741370916,0.000916045915801078,0.000804181443527341,0.000733766937628388,0.000729967199731618,0.000762869603931904,0.000956839008722454,0.000908129150047898,0.000804722425527871,0.000453341664979234,0.000669077155180275,0.000655071169603616,0.000795327825471759,0.000738160393666476,0.0008754120208323,0.000744063348975033,0.000785787589848042,0.000686519197188318,0.00097215169807896,0.000831493700388819,0.0010208705207333,0.000817415246274322,0.000901216408237815,0.000943660270422697,0.000883159053046256,0.000934310781303793,0.000839761865790933,0.000834951642900705,0.000822905916720629,0.000843404908664525,0.000788048258982599,0.000898813188541681,0.00075231067603454,0.000789579877164215,0.000833653088193387,0.000836490420624614,0.000859544496051967,0.000790591584518552,
353.0,0.000965540821198374,0.000732202606741339,0.000869920710101724,0.000788170320447534,0.000905851658899337,0.000862385320942849,0.000758062582463026,0.00085194013081491,0.000953719136305153,0.000935799209401011,0.000813707010820508,0.000754629552830011,0.000737536000087857,0.00077865069033578,0.000967734551522881,0.000938928220421076,0.000820380635559559,0.000486947217723355,0.000697051058523357,0.000670703884679824,0.000811772653833032,0.000756485213059932,0.000894817989319563,0.000764132826589048,0.000809814548119903,0.000703375379089266,0.000979418284259737,0.000849775853566825,0.00104864093009382,0.00082765007391572,0.000925897911656648,0.000956796633545309,0.000893131596967578,0.00095548527315259,0.000862998189404607,0.000849444477353245,0.000831687357276678,0.000858044426422566,0.000805406307335943,0.000926445529330522,0.000780636502895504,0.000811849371530116,0.000859199906699359,0.00085927004693076,0.000876866339240223,0.000821043446194381,
354.0,0.000966401770710945,0.000736989954020828,0.000874404970090836,0.000792826700489968,0.000920683378353715,0.000859092455357313,0.00075647683115676,0.000857412756886333,0.000975507602561265,0.000925414147786796,0.000813155027572066,0.000760302122216672,0.000748004764318466,0.000771909777540714,0.000979677657596767,0.0009287572465837,0.000828059914056212,0.000482955743791536,0.000701179378665984,0.000678163429256529,0.000815991719719023,0.000756593479309231,0.00088982773013413,0.000766418408602476,0.000810883415397257,0.000720107113011181,0.000995688955299556,0.00085406209109351,0.00107166240923107,0.000833362981211394,0.000927013286855072,0.000962906400673091,0.000896918238140643,0.000953545735683292,0.000848048250190914,0.000841485743876547,0.0008264469797723,0.000872804957907647,0.00081968359882012,0.000928335357457399,0.000778338289819658,0.000808814016636461,0.000841702043544501,0.000861232983879745,0.000865758629515767,0.000815635779872537,
355.0,0.000979028292931616,0.000757531845010817,0.000882606080267578,0.000805924879387021,0.000936095602810383,0.000872172822710127,0.000766344193834811,0.00087396806338802,0.000996535760350525,0.000949650420807302,0.000831326935440302,0.00077067210804671,0.000763655873015523,0.000780954083893448,0.000998737523332238,0.000940183002967387,0.00084103865083307,0.000491541402880102,0.000709615414962173,0.000681289297062904,0.000825639581307769,0.000777995737735182,0.000897518882993609,0.000775220280047506,0.000820387620478868,0.000726938305888325,0.00100782874505967,0.000864141678903252,0.0010737800039351,0.000850492564495653,0.000936186697799712,0.000976022507529706,0.000906025292351842,0.000971122994087636,0.000863961817231029,0.000857185106724501,0.000837410392705351,0.00087947427527979,0.00083145045209676,0.000924643652979285,0.000790392106864601,0.000821331981569529,0.00087379792239517,0.00087804050417617,0.00088748917914927,0.000830561097245663,
356.0,0.000985932303592563,0.00076606182847172,0.000888587499503046,0.000813873601146042,0.000940177822485566,0.000884126173332334,0.000769443577155471,0.000882680178619921,0.000997720053419471,0.000961643643677235,0.000844619935378432,0.000770049926359206,0.000759630231186748,0.000785225594881922,0.00101030920632184,0.000955129682552069,0.000849061645567417,0.000500102585647255,0.000712787092197686,0.000685348350089043,0.000832351623103023,0.000780930684413761,0.000902279105503112,0.000781251408625394,0.0008171436493285,0.000724548124708235,0.00101436150725931,0.000868651259224862,0.00106926553416997,0.000861650565639138,0.000945560052059591,0.000983602949418128,0.000917502038646489,0.000980894081294537,0.000874666264280677,0.00086892832769081,0.000845643633510917,0.00088354351464659,0.000833583239000291,0.00093582971021533,0.000796430569607764,0.000830032513476908,0.000887238711584359,0.000887815665919334,0.000901978986803442,0.000838054635096341,
357.0,0.000987828243523836,0.000760461494792253,0.00089377979747951,0.000817807507701218,0.000939961464609951,0.000889941060449928,0.000769896199926734,0.000882664753589779,0.000990213477052748,0.000955842609982938,0.000849259609822184,0.000765195232816041,0.000746748060919344,0.000784314237535,0.00101424602326006,0.000963901053182781,0.000857365259435028,0.000503681949339807,0.000714767957106233,0.000699541938956827,0.000837315805256367,0.000767319521401078,0.000905583088751882,0.000787019613198936,0.000806917902082205,0.000724982179235667,0.0010228727478534,0.000874195306096226,0.00107837317045778,0.000868735543917865,0.000956728588789701,0.000989641644991934,0.000931628688704222,0.000981784658506513,0.000872394361067563,0.000871558615472168,0.00084885279648006,0.000893035205081105,0.000835406128317118,0.000963742029853165,0.00079713633749634,0.000833159720059484,0.0008692093542777,0.000888699316419661,0.000898079480975866,0.000835023995023221,
358.0,0.00101628841366619,0.000776989734731615,0.000913226860575378,0.000840732711367309,0.000965659390203655,0.000908611109480262,0.000804015842732042,0.00090081972302869,0.00102198601234704,0.000992728397250175,0.000873284530825913,0.000793967745266855,0.000781143899075687,0.000810628582257777,0.00103078887332231,0.000979833886958659,0.000892301613930613,0.000515854684635997,0.000740582239814103,0.000736367364879698,0.000856946047861129,0.000799839734099805,0.000937110045924783,0.00081385753583163,0.000834654958453029,0.00075094064231962,0.00104931776877493,0.000912531337235123,0.00112157443072647,0.000901293533388525,0.000988014391623437,0.00102141383104026,0.000954752089455724,0.00101444742176682,0.000899452599696815,0.000898214231710881,0.00087235972750932,0.000916257849894464,0.000865753274410963,0.000987908453680575,0.000827489537186921,0.000858865911141038,0.000897610443644226,0.000911357230506837,0.000915410462766886,0.000860249740071595,
359.0,0.00103018432855606,0.000785707146860659,0.000925754080526531,0.00084962765686214,0.000980161945335567,0.000925277941860259,0.000823358655907214,0.000922100618481636,0.0010444822255522,0.00100821594242007,0.000883553235325962,0.000803841860033572,0.000793167913798243,0.000822515110485256,0.00104033434763551,0.00100189237855375,0.000905535824131221,0.000519123685080558,0.000748434104025364,0.000742167932912707,0.000872857577633113,0.000814612314570695,0.000953892013058066,0.000836455670651048,0.00085041846614331,0.000767307297792286,0.00105831981636584,0.000928095891140401,0.00113449012860656,0.000915989803615958,0.000995365669950843,0.00103989848867059,0.000962990859989077,0.00103123195003718,0.000914661795832217,0.000918182951863855,0.000881452404428273,0.000932468217797577,0.00087585742585361,0.00099425099324435,0.000842706183902919,0.000869232113473117,0.000907448760699481,0.000924678868614137,0.000935114279855043,0.000877190672326833,
