Processed by Rodrigo Alejandro Garcia (UWA), rodrigo.garcia@uwa.edu.au
acquisition id,00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044
UTC datetime,2021-11-13T02:35:51,2021-11-13T02:35:54,2021-11-13T02:35:57,2021-11-13T02:36:01,2021-11-13T02:36:04,2021-11-13T02:36:07,2021-11-13T02:36:11,2021-11-13T02:36:14,2021-11-13T02:36:17,2021-11-13T02:36:21,2021-11-13T02:36:24,2021-11-13T02:36:27,2021-11-13T02:36:30,2021-11-13T02:36:34,2021-11-13T02:36:37,2021-11-13T02:36:40,2021-11-13T02:36:44,2021-11-13T02:36:47,2021-11-13T02:36:50,2021-11-13T02:36:54,2021-11-13T02:36:57,2021-11-13T02:37:00,2021-11-13T02:37:04,2021-11-13T02:37:07,2021-11-13T02:37:10,2021-11-13T02:37:14,2021-11-13T02:37:17,2021-11-13T02:37:20,2021-11-13T02:37:23,2021-11-13T02:37:27,2021-11-13T02:37:30,2021-11-13T02:37:37,2021-11-13T02:37:40,2021-11-13T02:37:43,2021-11-13T02:37:47,2021-11-13T02:37:50,2021-11-13T02:37:53,2021-11-13T02:37:57,2021-11-13T02:38:00,2021-11-13T02:38:04,2021-11-13T02:38:07,2021-11-13T02:38:10,2021-11-13T02:38:14,2021-11-13T02:38:17,2021-11-13T02:38:20
latitude (deg. north),-32.3094112,-32.309411,-32.3094108,-32.309410533333335,-32.30941033333333,-32.30941013333333,-32.3094084,-32.309406,-32.3094036,-32.3094004,-32.309398,-32.3093956,-32.3093932,-32.30939,-32.3093876,-32.3093859,-32.309385500000005,-32.3093852,-32.3093849,-32.3093845,-32.3093842,-32.3093839,-32.309383499999996,-32.3093832,-32.30938263333333,-32.30938116666667,-32.30938006666666,-32.309378966666664,-32.309377866666665,-32.3093764,-32.3093753,-32.30937273333333,-32.30937143333334,-32.309369733333334,-32.30936746666667,-32.309365766666666,-32.30936406666667,-32.3093618,-32.3093601,-32.30935783333333,-32.30935613333333,-32.30935686666666,-32.30936433333333,-32.30936993333333,-32.30937553333333
longitude (deg. east),115.8639334,115.863944,115.8639546,115.86396873333334,115.86397933333333,115.86398993333333,115.8640076,115.8640235,115.8640394,115.8640606,115.8640765,115.86409239999999,115.8641083,115.86412949999999,115.8641454,115.86416036666667,115.86417783333333,115.86419093333333,115.86420403333334,115.8642215,115.8642346,115.8642477,115.86426516666667,115.86427826666667,115.86429293333333,115.86431666666667,115.86433446666666,115.86435226666667,115.86437006666667,115.8643938,115.8644116,115.86445313333333,115.86447036666667,115.86448646666666,115.86450793333333,115.86452403333332,115.86454013333334,115.8645616,115.8645777,115.86459916666666,115.86461526666666,115.8646301,115.8646465,115.8646588,115.8646711

spectral units,Radiance (W m^-2 nm^-1 sr^-1)
wavelength (nm),00000,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044
350.0,0.0004653618671,0.000642173865344375,0.000766205019317567,0.000825704482849687,0.000830449047498405,0.000830679782666266,0.000763003539759666,0.000731063075363636,0.000563237408641726,0.000601019826717675,0.000718695984687656,0.000748596910852939,0.000678796728607267,0.000688330444972962,0.000650876376312226,0.000705235754139721,0.000683661142829806,0.000668626860715449,0.000716590788215399,0.000679882243275642,0.000617651385255158,0.000638263183645904,0.000656869960948825,0.000833922880701721,0.000968156615272164,0.000862471701111645,0.000798362772911787,0.000742979464121163,0.000763956923037767,0.000759518414270133,0.000880705774761736,0.000733681488782167,0.00081238365964964,0.000783330586273223,0.000745632685720921,0.000722377677448094,0.000844274298287928,0.000660515041090548,0.00088687107199803,0.00082561798626557,0.000870693766046315,0.000863610010128468,0.000724401499610394,0.000751138897612691,0.000734399072825909,
351.0,0.000470024067908525,0.000637536926660687,0.000766232551541179,0.000820929824840277,0.000826563918963075,0.000837434781715274,0.000753958418499678,0.000736784539185464,0.000577862723730505,0.000606015441007912,0.000737984024453908,0.000756301800720394,0.000672464666422457,0.000687333464156836,0.000664921302814037,0.000702524848747998,0.000684534606989473,0.000668975408188999,0.000714727560989559,0.000690975284669548,0.000632511801086366,0.000652903341688216,0.000666873762384057,0.00084083218825981,0.000960028497502208,0.00086812226800248,0.00079663866199553,0.000756546971388161,0.000767155957873911,0.000764755008276552,0.000886774039827287,0.000734552508220077,0.000819859211333096,0.000796299951616675,0.000742293486837298,0.000724042707588524,0.000846429320517927,0.000660950667224824,0.00088824046542868,0.00082426966400817,0.000890713068656623,0.000878626597113907,0.000721963820978999,0.000734064262360334,0.000740223273169249,
352.0,0.000473707070341334,0.000649661174975336,0.000776813714765012,0.000834880745969713,0.000835521437693387,0.000852959346957505,0.00076017074752599,0.00075602880679071,0.000593218661379069,0.00061689066933468,0.0007523208623752,0.000770593935158104,0.000688203261233866,0.000702703720889986,0.000677592062857002,0.000717993651051074,0.000698857475072145,0.0006748748710379,0.000727033999282867,0.000709788757376373,0.000641594175249338,0.000672371068503708,0.000681683828588575,0.000855703779961914,0.000979221891611815,0.000884336419403553,0.000806581985671073,0.000768718600738794,0.000773949606809765,0.00077540788333863,0.000903691223356873,0.000743539712857455,0.000839248998090625,0.000801783346105367,0.000745771627407521,0.000740078277885914,0.000862315180711448,0.000669378903694451,0.000903516774997115,0.000832781777717173,0.000902794417925179,0.000881535583175719,0.000731425359845161,0.000733402790501714,0.000759957358241081,
353.0,0.000477312569273636,0.000672208319883794,0.000797555781900883,0.000861449458170682,0.000856966187711805,0.000869892595801502,0.000781861541327089,0.000778573274146765,0.000602915999479592,0.000631002010777593,0.000760329479817301,0.000785520649515092,0.000719008792657405,0.000726389756891876,0.000682239071466029,0.000740118382964283,0.000718777300789952,0.000690990244038403,0.000749554543290287,0.000729037390556186,0.000644842861220241,0.000683451653458178,0.000697548617608845,0.000873280921950936,0.00101642194204032,0.000905539374798536,0.000832746445666999,0.000777758308686316,0.000787661236245185,0.000784497242420912,0.000925733242183924,0.000760768190957606,0.000861428794451058,0.00080785556929186,0.000761232513468713,0.000759496935643256,0.000882065040059388,0.000683933962136507,0.000931043876335025,0.000854337820783257,0.000911716895643622,0.000884367676917464,0.000748590042348951,0.000758863578084856,0.000781992333941162,
354.0,0.000483208539662883,0.000665790808852762,0.000801772868726403,0.000868727278430015,0.00085807399591431,0.000867111084517092,0.000784915406256914,0.000779215188231319,0.000612283882219344,0.00064057280542329,0.000765190634410828,0.000784654635936022,0.000720883253961802,0.000721891468856484,0.00066625711042434,0.000724146608263254,0.000722800672519952,0.000706322607584298,0.000743511540349573,0.00073774199699983,0.00064945628400892,0.00068345945328474,0.000706055259797722,0.000878119375556707,0.00101186102256179,0.000910973292775452,0.000840012391563505,0.00078321760520339,0.000797098793555051,0.000780752918217331,0.000930630369111896,0.000763318734243512,0.000857657170854509,0.000825668801553547,0.000770792772527784,0.00074675609357655,0.000878330902196467,0.00067993433913216,0.00093455653404817,0.000870889984071255,0.00092419859720394,0.000903465028386563,0.000745769939385355,0.000773756357375532,0.000779894762672484,
355.0,0.000499146815855056,0.000675896822940558,0.00081499747466296,0.000885221059434116,0.000867503462359309,0.000877725600730628,0.000799812434706837,0.000796508742496371,0.000622742983978242,0.000646898581180722,0.000779930443968624,0.000803237431682646,0.000729267951101065,0.000731998588889837,0.000688346161041409,0.000742244184948504,0.000724756973795593,0.000714455440174788,0.000761691015213728,0.000742824573535472,0.000657777942251414,0.000691564753651619,0.000707822502590716,0.000888989015948027,0.00101751345209777,0.000917980913072824,0.000844635651446879,0.000795624393504113,0.00081103143747896,0.000802681606728584,0.00094743724912405,0.000779567169956863,0.000857077946420759,0.000835790182463825,0.000779557914938778,0.000771853432524949,0.000889316026587039,0.000693177280481905,0.000954843242652714,0.000886181544046849,0.000944497180171311,0.000920268765185028,0.000769745791330934,0.000781064270995557,0.000792984035797417,
356.0,0.000504559546243399,0.000684560043737292,0.000822983332909644,0.00088770262664184,0.000875323370564729,0.000885713379830122,0.000807510921731591,0.000802438938990235,0.000626015418674797,0.000645803811494261,0.000789881276432425,0.000814927218016237,0.000735140813048929,0.000737346766982228,0.000706196180544794,0.000755827699322253,0.000726746686268598,0.000712251872755587,0.000774628832004964,0.000747960526496172,0.000653865863569081,0.000697996467351913,0.000709429965354502,0.000894999189767987,0.00102909689303488,0.000921284838113934,0.000848624098580331,0.000801549234893173,0.000822068599518389,0.000817010994069278,0.000947304244618863,0.00079016579547897,0.000861107255332172,0.000839536311104894,0.000781721086241305,0.000787898374255747,0.000903784413821995,0.000698737450875342,0.00096054223831743,0.00089397473493591,0.000948608329053968,0.000920386635698378,0.000783702591434121,0.000775096996221691,0.000800630135927349,
357.0,0.000499808811582625,0.000688733241986483,0.000827029289212078,0.000880838488228619,0.000882682972587645,0.000892961397767067,0.000806770636700094,0.000795471481978893,0.000628208508715034,0.000644159503281116,0.00079520425060764,0.000815761217381805,0.000739549519494176,0.00073991424869746,0.0007060143398121,0.000756750756409019,0.000735124573111534,0.000710689229890704,0.000775687920395285,0.000754509586840868,0.000647293229121715,0.000702596153132617,0.000717489165253937,0.000901762046851218,0.00103969615884125,0.000925302738323808,0.000856564554851502,0.000801966176368296,0.000831438577733934,0.000818526197690517,0.000934762123506516,0.000791953119914979,0.000870926887728274,0.000843567948322743,0.000785666517913342,0.000781686627306044,0.000916264427360147,0.00069465022534132,0.000953008187934756,0.000896812998689711,0.000941154605243355,0.000919457001145929,0.00078018702333793,0.00077084032818675,0.000802039576228708,
358.0,0.000514279294293374,0.000712595006916672,0.00085237086750567,0.000909414375200868,0.000909360416699201,0.000929599977098405,0.000824827759061009,0.000815624895039946,0.000653345952741802,0.000662181817460805,0.000817949010524899,0.000837858708109707,0.000761678908020258,0.000775685184635222,0.000724440382327884,0.000789928308222443,0.000762304291129112,0.000735743204131722,0.000798008928541094,0.00076177652226761,0.000679771590512246,0.000721292337402701,0.000737284193746746,0.000938206154387444,0.00104842998553067,0.000948989589232951,0.000877655867952853,0.000818670378066599,0.000852814526297152,0.000846430019009858,0.000962090271059424,0.000808390963356942,0.000891741714440286,0.000857466482557356,0.000817115185782313,0.000798692053649575,0.000936072494369,0.000715354748535901,0.000982813653536141,0.000908810005057603,0.000964708044193685,0.00096632691565901,0.000799577974248677,0.000807017262559384,0.000828857184387743,
359.0,0.000524410454090685,0.000721335178241134,0.000851914461236447,0.000928836001548916,0.000922862556762993,0.00093790382379666,0.000842423527501523,0.000838349864352494,0.000661089841742069,0.000680062163155526,0.000829752418212593,0.00084435410099104,0.000767648045439273,0.000780860136728734,0.000732517219148576,0.00079469959018752,0.000771697319578379,0.000749670376535505,0.000808002252597362,0.000779733585659415,0.000694940914399922,0.000741076248232275,0.000754054461140186,0.000950663059484214,0.00106478785164654,0.000966162595432252,0.000893160875421017,0.000832936260849237,0.000863852153997868,0.000854274549055845,0.000977799063548446,0.000824359187390655,0.000913121097255498,0.000878414895851165,0.000825917755719274,0.000812436453998089,0.000944296712987125,0.000725119491107762,0.00100180006120354,0.000918145233299583,0.000984685495495796,0.000974408350884914,0.000807363947387785,0.000821951951365918,0.000836118299048394,
